Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,6,0.9099999999999999,symmetric,0.3605430460667363
75% Corpus,6,symmetric,0.01,0.2650927874555525
75% Corpus,6,symmetric,0.31,0.2744455254576068
75% Corpus,6,symmetric,0.61,0.31147782234115917
75% Corpus,6,symmetric,0.9099999999999999,0.3323349101805816
75% Corpus,6,symmetric,symmetric,0.3158598537258759
75% Corpus,6,asymmetric,0.01,0.2967189461164081
75% Corpus,6,asymmetric,0.31,0.3122991477413144
75% Corpus,6,asymmetric,0.61,0.28740978182610116
75% Corpus,6,asymmetric,0.9099999999999999,0.31357288879182726
75% Corpus,6,asymmetric,symmetric,0.3130352477257907
75% Corpus,7,0.01,0.01,0.30837209936051097
75% Corpus,7,0.01,0.31,0.30770112729650195
75% Corpus,7,0.01,0.61,0.3425007684807218
75% Corpus,7,0.01,0.9099999999999999,0.32821881000433
75% Corpus,7,0.01,symmetric,0.3218209197205925
75% Corpus,7,0.31,0.01,0.33678554841009234
75% Corpus,7,0.31,0.31,0.318165036935666
75% Corpus,7,0.31,0.61,0.3154168691862698
75% Corpus,7,0.31,0.9099999999999999,0.3349871393336527
75% Corpus,7,0.31,symmetric,0.3411002882194166
75% Corpus,7,0.61,0.01,0.3769202807680509
75% Corpus,7,0.61,0.31,0.32887424731867937
75% Corpus,7,0.61,0.61,0.3221660643970206
75% Corpus,7,0.61,0.9099999999999999,0.3376034890751998
75% Corpus,7,0.61,symmetric,0.3362764659550039
75% Corpus,7,0.9099999999999999,0.01,0.3606300073205802
75% Corpus,7,0.9099999999999999,0.31,0.3363525508012944
75% Corpus,7,0.9099999999999999,0.61,0.3080537464451219
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.3148882601824011
75% Corpus,7,0.9099999999999999,symmetric,0.35656874267847194
75% Corpus,7,symmetric,0.01,0.3261701447426704
75% Corpus,7,symmetric,0.31,0.27347130328241825
75% Corpus,7,symmetric,0.61,0.3322828911075722
75% Corpus,7,symmetric,0.9099999999999999,0.28142167804726065
75% Corpus,7,symmetric,symmetric,0.3246401173640834
75% Corpus,7,asymmetric,0.01,0.35355793648278194
75% Corpus,7,asymmetric,0.31,0.37015459802062295
75% Corpus,7,asymmetric,0.61,0.31523870603719784
75% Corpus,7,asymmetric,0.9099999999999999,0.2855896848409351
75% Corpus,7,asymmetric,symmetric,0.35104770699429505
75% Corpus,8,0.01,0.01,0.3695708338711651
75% Corpus,8,0.01,0.31,0.32643053230027197
75% Corpus,8,0.01,0.61,0.3317506279699113
75% Corpus,8,0.01,0.9099999999999999,0.35865555600674914
75% Corpus,8,0.01,symmetric,0.37753515110987595
75% Corpus,8,0.31,0.01,0.370248068028436
75% Corpus,8,0.31,0.31,0.3578312465308896
75% Corpus,8,0.31,0.61,0.35323156438176573
75% Corpus,8,0.31,0.9099999999999999,0.3413522946206141
75% Corpus,8,0.31,symmetric,0.34807181069272536
75% Corpus,8,0.61,0.01,0.38741574064386797
75% Corpus,8,0.61,0.31,0.33590104555556977
75% Corpus,8,0.61,0.61,0.3500703439789138
75% Corpus,8,0.61,0.9099999999999999,0.35516524424238405
75% Corpus,8,0.61,symmetric,0.3709121230733492
75% Corpus,8,0.9099999999999999,0.01,0.37009930517677747
75% Corpus,8,0.9099999999999999,0.31,0.3535508062763597
75% Corpus,8,0.9099999999999999,0.61,0.32238116819446777
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.3519969434766608
75% Corpus,8,0.9099999999999999,symmetric,0.3616680272055259
75% Corpus,8,symmetric,0.01,0.3441272266388973
75% Corpus,8,symmetric,0.31,0.36589794802083675
75% Corpus,8,symmetric,0.61,0.3130915459209278
75% Corpus,8,symmetric,0.9099999999999999,0.357705185230341
75% Corpus,8,symmetric,symmetric,0.37214146194257447
75% Corpus,8,asymmetric,0.01,0.37768980034578276
75% Corpus,8,asymmetric,0.31,0.3216070638056572
75% Corpus,8,asymmetric,0.61,0.3999107898144524
75% Corpus,8,asymmetric,0.9099999999999999,0.4234485346203887
75% Corpus,8,asymmetric,symmetric,0.3644850825178002
75% Corpus,9,0.01,0.01,0.37183737562317654
75% Corpus,9,0.01,0.31,0.31580744619063583
75% Corpus,9,0.01,0.61,0.3228359522539087
75% Corpus,9,0.01,0.9099999999999999,0.3371451625624493
75% Corpus,9,0.01,symmetric,0.35443702908351016
75% Corpus,9,0.31,0.01,0.3811192478871141
75% Corpus,9,0.31,0.31,0.3669020355209201
75% Corpus,9,0.31,0.61,0.3240082358244983
75% Corpus,9,0.31,0.9099999999999999,0.35403739975373555
75% Corpus,9,0.31,symmetric,0.39594624373118936
75% Corpus,9,0.61,0.01,0.3577162833004433
75% Corpus,9,0.61,0.31,0.33262019214151484
75% Corpus,9,0.61,0.61,0.36146536589711675
75% Corpus,9,0.61,0.9099999999999999,0.3467988308820426
75% Corpus,9,0.61,symmetric,0.3719659271884933
75% Corpus,9,0.9099999999999999,0.01,0.3618574548858591
75% Corpus,9,0.9099999999999999,0.31,0.373194119482272
75% Corpus,9,0.9099999999999999,0.61,0.3615250060101415
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.3399833946667042
75% Corpus,9,0.9099999999999999,symmetric,0.3588409061406591
75% Corpus,9,symmetric,0.01,0.36762179946721907
75% Corpus,9,symmetric,0.31,0.35728895809387645
75% Corpus,9,symmetric,0.61,0.35066458530384814
75% Corpus,9,symmetric,0.9099999999999999,0.31410461855920835
75% Corpus,9,symmetric,symmetric,0.3845491351777285
75% Corpus,9,asymmetric,0.01,0.39543202968560914
75% Corpus,9,asymmetric,0.31,0.3552266418827393
75% Corpus,9,asymmetric,0.61,0.31683445194545073
75% Corpus,9,asymmetric,0.9099999999999999,0.30302519492997015
75% Corpus,9,asymmetric,symmetric,0.388204671508024
75% Corpus,10,0.01,0.01,0.36496296297438163
75% Corpus,10,0.01,0.31,0.3228454851062234
75% Corpus,10,0.01,0.61,0.33940915090461815
75% Corpus,10,0.01,0.9099999999999999,0.3366198785098121
75% Corpus,10,0.01,symmetric,0.34254425747722156
75% Corpus,10,0.31,0.01,0.3997598992748183
75% Corpus,10,0.31,0.31,0.36306095527141785
75% Corpus,10,0.31,0.61,0.36027818810936096
75% Corpus,10,0.31,0.9099999999999999,0.3491613273436717
75% Corpus,10,0.31,symmetric,0.37895551539924527
75% Corpus,10,0.61,0.01,0.35361530163445354
75% Corpus,10,0.61,0.31,0.35012789862442295
75% Corpus,10,0.61,0.61,0.35199001147594294
75% Corpus,10,0.61,0.9099999999999999,0.37037586128266153
75% Corpus,10,0.61,symmetric,0.3487974715331563
75% Corpus,10,0.9099999999999999,0.01,0.34966157921092456
75% Corpus,10,0.9099999999999999,0.31,0.3865238798271614
75% Corpus,10,0.9099999999999999,0.61,0.3499455125414524
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.3424280142245072
75% Corpus,10,0.9099999999999999,symmetric,0.3250393659201758
75% Corpus,10,symmetric,0.01,0.3525613570675472
75% Corpus,10,symmetric,0.31,0.3258149070836696
75% Corpus,10,symmetric,0.61,0.3322218218448593
75% Corpus,10,symmetric,0.9099999999999999,0.3258908015646152
75% Corpus,10,symmetric,symmetric,0.33660911584759057
75% Corpus,10,asymmetric,0.01,0.3869536113679838
75% Corpus,10,asymmetric,0.31,0.35228467832766047
75% Corpus,10,asymmetric,0.61,0.32318993183927464
75% Corpus,10,asymmetric,0.9099999999999999,0.28785890362559446
75% Corpus,10,asymmetric,symmetric,0.3589115849009192
100% Corpus,2,0.01,0.01,0.2976439088493603
100% Corpus,2,0.01,0.31,0.30265831363635
100% Corpus,2,0.01,0.61,0.2979696726086625
100% Corpus,2,0.01,0.9099999999999999,0.32441931084465836
100% Corpus,2,0.01,symmetric,0.2989971879292154
100% Corpus,2,0.31,0.01,0.3055607682520975
100% Corpus,2,0.31,0.31,0.300091913471642
100% Corpus,2,0.31,0.61,0.2984191852675569
100% Corpus,2,0.31,0.9099999999999999,0.29851620019251957
100% Corpus,2,0.31,symmetric,0.30120293615689714
100% Corpus,2,0.61,0.01,0.3296739200724047
100% Corpus,2,0.61,0.31,0.32761801850090466
100% Corpus,2,0.61,0.61,0.3032600379449658
100% Corpus,2,0.61,0.9099999999999999,0.2922628309251023
100% Corpus,2,0.61,symmetric,0.31593116586612696
100% Corpus,2,0.9099999999999999,0.01,0.3590777373381372
100% Corpus,2,0.9099999999999999,0.31,0.325906622030638
100% Corpus,2,0.9099999999999999,0.61,0.316637553287924
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.3124729958643081
100% Corpus,2,0.9099999999999999,symmetric,0.3249090306234396
100% Corpus,2,symmetric,0.01,0.3050715000797956
100% Corpus,2,symmetric,0.31,0.31389617514403984
100% Corpus,2,symmetric,0.61,0.3032600379449658
100% Corpus,2,symmetric,0.9099999999999999,0.28279271881239315
100% Corpus,2,symmetric,symmetric,0.29541357802363477
100% Corpus,2,asymmetric,0.01,0.3185521101863106
100% Corpus,2,asymmetric,0.31,0.3273108465901693
100% Corpus,2,asymmetric,0.61,0.3161150440357168
100% Corpus,2,asymmetric,0.9099999999999999,0.3271376281625785
100% Corpus,2,asymmetric,symmetric,0.3217252939272196
100% Corpus,3,0.01,0.01,0.330568593234701
100% Corpus,3,0.01,0.31,0.338709501511315
100% Corpus,3,0.01,0.61,0.3587130459583529
100% Corpus,3,0.01,0.9099999999999999,0.3539354110615888
100% Corpus,3,0.01,symmetric,0.34538379721663265
100% Corpus,3,0.31,0.01,0.3240304831329434
100% Corpus,3,0.31,0.31,0.32222307205098827
100% Corpus,3,0.31,0.61,0.3522281906564284
100% Corpus,3,0.31,0.9099999999999999,0.3548987157229462
100% Corpus,3,0.31,symmetric,0.3174588403793904
100% Corpus,3,0.61,0.01,0.3293536169129893
100% Corpus,3,0.61,0.31,0.3622259792045572
100% Corpus,3,0.61,0.61,0.35653027635471535
100% Corpus,3,0.61,0.9099999999999999,0.39010803562917434
100% Corpus,3,0.61,symmetric,0.357762833108821
100% Corpus,3,0.9099999999999999,0.01,0.3242935280258063
100% Corpus,3,0.9099999999999999,0.31,0.37685470302971574
100% Corpus,3,0.9099999999999999,0.61,0.36849626997856594
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.39764562109587964
100% Corpus,3,0.9099999999999999,symmetric,0.3763887849448988
100% Corpus,3,symmetric,0.01,0.3455020667602191
100% Corpus,3,symmetric,0.31,0.33224053842406986
100% Corpus,3,symmetric,0.61,0.349008513557098
100% Corpus,3,symmetric,0.9099999999999999,0.3327357121197113
100% Corpus,3,symmetric,symmetric,0.32041525563003354
100% Corpus,3,asymmetric,0.01,0.36710172828403914
100% Corpus,3,asymmetric,0.31,0.31127082458274613
100% Corpus,3,asymmetric,0.61,0.27317185374466835
100% Corpus,3,asymmetric,0.9099999999999999,0.37830052172655676
100% Corpus,3,asymmetric,symmetric,0.28966892010396084
100% Corpus,4,0.01,0.01,0.30983811340473544
100% Corpus,4,0.01,0.31,0.27640012054959895
100% Corpus,4,0.01,0.61,0.3042729749528983
100% Corpus,4,0.01,0.9099999999999999,0.27620465670221006
100% Corpus,4,0.01,symmetric,0.2899826700922571
100% Corpus,4,0.31,0.01,0.29550563520598816
100% Corpus,4,0.31,0.31,0.28601726467142413
100% Corpus,4,0.31,0.61,0.28716068885599866
100% Corpus,4,0.31,0.9099999999999999,0.28895284561484863
100% Corpus,4,0.31,symmetric,0.2950942433085942
100% Corpus,4,0.61,0.01,0.3531588903543901
100% Corpus,4,0.61,0.31,0.3404182525894329
100% Corpus,4,0.61,0.61,0.33493078363910767
100% Corpus,4,0.61,0.9099999999999999,0.34790896802740534
100% Corpus,4,0.61,symmetric,0.34042753846665874
100% Corpus,4,0.9099999999999999,0.01,0.3578249007685784
100% Corpus,4,0.9099999999999999,0.31,0.3628155243118223
100% Corpus,4,0.9099999999999999,0.61,0.33170489748629084
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.3504292732578641
100% Corpus,4,0.9099999999999999,symmetric,0.3594239104492432
100% Corpus,4,symmetric,0.01,0.2936910491539085
100% Corpus,4,symmetric,0.31,0.2717057431325668
100% Corpus,4,symmetric,0.61,0.28115152233388496
100% Corpus,4,symmetric,0.9099999999999999,0.28373739260044045
100% Corpus,4,symmetric,symmetric,0.2729239993499657
100% Corpus,4,asymmetric,0.01,0.3300872160433023
100% Corpus,4,asymmetric,0.31,0.3179953961686317
100% Corpus,4,asymmetric,0.61,0.30719069963801293
100% Corpus,4,asymmetric,0.9099999999999999,0.30697553697229174
100% Corpus,4,asymmetric,symmetric,0.3242598007699088
100% Corpus,5,0.01,0.01,0.30129570389523697
100% Corpus,5,0.01,0.31,0.30127605774883826
100% Corpus,5,0.01,0.61,0.32338631083837266
100% Corpus,5,0.01,0.9099999999999999,0.31401791460465217
100% Corpus,5,0.01,symmetric,0.3145854480536857
100% Corpus,5,0.31,0.01,0.308474462012381
100% Corpus,5,0.31,0.31,0.2817650687219911
100% Corpus,5,0.31,0.61,0.26623626697768554
100% Corpus,5,0.31,0.9099999999999999,0.318990979484138
100% Corpus,5,0.31,symmetric,0.2976451522215239
100% Corpus,5,0.61,0.01,0.39339410171042133
100% Corpus,5,0.61,0.31,0.35613501835231004
100% Corpus,5,0.61,0.61,0.31014548819768506
100% Corpus,5,0.61,0.9099999999999999,0.3536753727891887
100% Corpus,5,0.61,symmetric,0.3665630986102769
100% Corpus,5,0.9099999999999999,0.01,0.3869974176913404
100% Corpus,5,0.9099999999999999,0.31,0.3627326930539262
100% Corpus,5,0.9099999999999999,0.61,0.3698976108124558
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.3492961448989901
100% Corpus,5,0.9099999999999999,symmetric,0.3799372753133825
100% Corpus,5,symmetric,0.01,0.29272042780812385
100% Corpus,5,symmetric,0.31,0.2868345510327638
100% Corpus,5,symmetric,0.61,0.2777059569482857
100% Corpus,5,symmetric,0.9099999999999999,0.31189697991788173
100% Corpus,5,symmetric,symmetric,0.2890548916284136
100% Corpus,5,asymmetric,0.01,0.35084498976299566
100% Corpus,5,asymmetric,0.31,0.3587310787863421
100% Corpus,5,asymmetric,0.61,0.2798579393006522
100% Corpus,5,asymmetric,0.9099999999999999,0.34306134675334043
100% Corpus,5,asymmetric,symmetric,0.30839698650613323
100% Corpus,6,0.01,0.01,0.28389645604801805
100% Corpus,6,0.01,0.31,0.26852446690906
100% Corpus,6,0.01,0.61,0.2703928151738751
100% Corpus,6,0.01,0.9099999999999999,0.2988977123173325
100% Corpus,6,0.01,symmetric,0.25939894991076645
100% Corpus,6,0.31,0.01,0.29012685031002133
100% Corpus,6,0.31,0.31,0.3077147704238446
100% Corpus,6,0.31,0.61,0.29992132956203316
100% Corpus,6,0.31,0.9099999999999999,0.2971869478303239
100% Corpus,6,0.31,symmetric,0.2811222820459173
100% Corpus,6,0.61,0.01,0.34331810185646194
100% Corpus,6,0.61,0.31,0.30892930239106303
100% Corpus,6,0.61,0.61,0.32093741610636173
100% Corpus,6,0.61,0.9099999999999999,0.3807800982597264
100% Corpus,6,0.61,symmetric,0.3239726156725172
100% Corpus,6,0.9099999999999999,0.01,0.3579585185851723
100% Corpus,6,0.9099999999999999,0.31,0.3458459188495507
100% Corpus,6,0.9099999999999999,0.61,0.33635082486061996
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.3599927142907327
100% Corpus,6,0.9099999999999999,symmetric,0.349632772942252
100% Corpus,6,symmetric,0.01,0.2708688551571444
100% Corpus,6,symmetric,0.31,0.26902401967287076
100% Corpus,6,symmetric,0.61,0.2699544167403758
100% Corpus,6,symmetric,0.9099999999999999,0.31691291613765354
100% Corpus,6,symmetric,symmetric,0.27721462448214335
100% Corpus,6,asymmetric,0.01,0.3148984544085825
100% Corpus,6,asymmetric,0.31,0.30412544718854906
100% Corpus,6,asymmetric,0.61,0.3234277261161736
100% Corpus,6,asymmetric,0.9099999999999999,0.3230471085844045
100% Corpus,6,asymmetric,symmetric,0.2890962818666596
100% Corpus,7,0.01,0.01,0.30407746520262374
100% Corpus,7,0.01,0.31,0.2962973610128253
100% Corpus,7,0.01,0.61,0.2979261987441851
100% Corpus,7,0.01,0.9099999999999999,0.3353670863129587
100% Corpus,7,0.01,symmetric,0.30934808163978383
100% Corpus,7,0.31,0.01,0.32813690520920424
100% Corpus,7,0.31,0.31,0.291308752734856
100% Corpus,7,0.31,0.61,0.3137992301378217
100% Corpus,7,0.31,0.9099999999999999,0.3235254411509888
100% Corpus,7,0.31,symmetric,0.3103916803108638
100% Corpus,7,0.61,0.01,0.35256589431948665
100% Corpus,7,0.61,0.31,0.31408249579289016
100% Corpus,7,0.61,0.61,0.33185425891619497
100% Corpus,7,0.61,0.9099999999999999,0.34310279347313494
100% Corpus,7,0.61,symmetric,0.326672359923278
100% Corpus,7,0.9099999999999999,0.01,0.35993265236470406
100% Corpus,7,0.9099999999999999,0.31,0.34083226072826
100% Corpus,7,0.9099999999999999,0.61,0.3328605729786431
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.3337947841423137
100% Corpus,7,0.9099999999999999,symmetric,0.34364120277425314
100% Corpus,7,symmetric,0.01,0.33653541412250015
100% Corpus,7,symmetric,0.31,0.29871358113776786
100% Corpus,7,symmetric,0.61,0.3306433687609032
100% Corpus,7,symmetric,0.9099999999999999,0.3404929531353815
100% Corpus,7,symmetric,symmetric,0.29780033519002463
100% Corpus,7,asymmetric,0.01,0.35323658554411547
100% Corpus,7,asymmetric,0.31,0.33309412387479526
100% Corpus,7,asymmetric,0.61,0.33476190235396924
100% Corpus,7,asymmetric,0.9099999999999999,0.3314835895728293
100% Corpus,7,asymmetric,symmetric,0.32812411749857234
100% Corpus,8,0.01,0.01,0.33498607041558526
100% Corpus,8,0.01,0.31,0.30220652662617314
100% Corpus,8,0.01,0.61,0.324228398293668
100% Corpus,8,0.01,0.9099999999999999,0.34615050814238396
100% Corpus,8,0.01,symmetric,0.3212925621067379
100% Corpus,8,0.31,0.01,0.34684594408862646
100% Corpus,8,0.31,0.31,0.33904852169456146
100% Corpus,8,0.31,0.61,0.32387859698668375
100% Corpus,8,0.31,0.9099999999999999,0.31231700297036
100% Corpus,8,0.31,symmetric,0.34208361786707514
100% Corpus,8,0.61,0.01,0.3684137174149714
100% Corpus,8,0.61,0.31,0.3305020860237211
100% Corpus,8,0.61,0.61,0.30563189145920433
100% Corpus,8,0.61,0.9099999999999999,0.3304879901169413
100% Corpus,8,0.61,symmetric,0.35780684582209266
100% Corpus,8,0.9099999999999999,0.01,0.36510267135066105
100% Corpus,8,0.9099999999999999,0.31,0.3792745178066399
100% Corpus,8,0.9099999999999999,0.61,0.32747169131108655
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.33613228695675945
100% Corpus,8,0.9099999999999999,symmetric,0.34920308462189
100% Corpus,8,symmetric,0.01,0.36363012397989325
100% Corpus,8,symmetric,0.31,0.32539697150230995
100% Corpus,8,symmetric,0.61,0.3076806062601135
100% Corpus,8,symmetric,0.9099999999999999,0.3412235447591648
100% Corpus,8,symmetric,symmetric,0.35124502802181634
100% Corpus,8,asymmetric,0.01,0.3619716269325702
100% Corpus,8,asymmetric,0.31,0.34138240813448706
100% Corpus,8,asymmetric,0.61,0.3926543651807154
100% Corpus,8,asymmetric,0.9099999999999999,0.41591785648685453
100% Corpus,8,asymmetric,symmetric,0.34741409734385814
100% Corpus,9,0.01,0.01,0.3523613837634202
100% Corpus,9,0.01,0.31,0.32509573972272343
100% Corpus,9,0.01,0.61,0.3114147709166837
100% Corpus,9,0.01,0.9099999999999999,0.3247185718024783
100% Corpus,9,0.01,symmetric,0.3329428016421778
100% Corpus,9,0.31,0.01,0.3640260997731779
100% Corpus,9,0.31,0.31,0.3338035884811872
100% Corpus,9,0.31,0.61,0.33240615389165495
100% Corpus,9,0.31,0.9099999999999999,0.3207464831228508
