Region,XenofobiaDepartamento,MigracionDepartamento,TasaXenofobia,Informe
Lambayeque,1.594202876091003,.7894737124443054,26.190475,1
Arequipa,2.077294588088989,1.973684191703796,13.650794,1
La Libertad,2.17391300201416,4.317042827606201,6.5312047,1
Cusco,1.159420251846313,.6453633904457092,23.30097,1
Lima Province,92.02898406982422,91.26566314697266,13.078402,1
Resto,.966183602809906,1.008771896362305,,1
Piura,.966183602809906,1.008771896362305,12.42236,0
