Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/jasanchezc/statuses/1507567557586427904,jasanchezc,3/25/2022 11:58 pm,"El peor pretexto que he leído de un racista y clasista.

La verdad les duele. https://t.co/kO5HHwDRjN | QT: ¿Por qué no me voy a prestar al show que quiere montar @ChumelTorres? 

¿Por qué no acepto ir de visita a la construcción del Tren Maya con él? 

¿Por qué me niego a ser comparsa de alguien racista y clasista?

Acá unas razones en formato de hilo 🧵.",Message,Link,1731,0,"Coacalco, México, Mexico",,,0,0,0,0,Origen cultural
Twitter,https://twitter.com/BrandonCortes9/statuses/1507566561996988419,BrandonCortes9,3/25/2022 11:54 pm,prieto__n Por eso dije robado jajaa 😂😂 creo que viene en un libro porque subieron la foto pero me gusto y lo escribí xD jajaja,Mention,Text Only,385,2,Mexico,,,1,0,1,0,
Twitter,https://twitter.com/Betty_Chino/statuses/1507565532920299526,Betty_Chino,3/25/2022 11:50 pm,"LaColoniaJuarez @AlcCuauhtemocMx @SandraCuevas_ @Comitejuarez @06600Observa @06080observa @06000Observa @5antaMerlina @Hilario75128383 @Claudiashein @CulturaCiudadMx ¡No bueno! Entre ignorantes y clasistas te veas... ""No vaya ser"" que nos enorgullezcamos de nuestra identidad y luego no nos vayamos a dejar doblegar de nuevo... Bola de idiotas.",Mention,Text Only,726,1,"Venustiano Carranza, Mexico City, Mexico",Women,,1,0,0,0,
Twitter,https://twitter.com/Cuemar/statuses/1507561122316046340,Cuemar,3/25/2022 11:32 pm,"crnalexander Y este pseudo periodista de donde salió? Criticando desde los USA, pobre no solo lo apendejo el neoliberalismo sino que vivir allá le acentuó el clasismo y racismo. Patético!!",Mention,Text Only,3181,5,"Cuauhtemoc, Mexico City, Mexico",Women,,4,0,0,1,
Twitter,https://twitter.com/BrandonCortes9/statuses/1507560941566709760,BrandonCortes9,3/25/2022 11:31 pm,prieto__n Jajajaa solo es un poema robado 😂😂😂 esta chido me gusto.,Mention,Text Only,385,2,Mexico,,,1,0,1,0,
Twitter,https://twitter.com/Julioalmanzam/statuses/1507555196565610504,Julioalmanzam,3/25/2022 11:09 pm,López aparenta ser humilde para ganarse al pueblo y tiene a su hijo viviendo en Houston y crítica a otros por ser clasista,Message,Text Only,7,0,"Veracruz, Veracruz, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/LuisRod27543064/statuses/1507554371340541960,LuisRod27543064,3/25/2022 11:05 pm,JulioyHelen Pura belleza y erotismo tal senxual y  hermoso color de piel.,Mention,Text Only,468,1,"Villahermosa, Tabasco, Mexico",Men,,1,0,0,0,
Twitter,https://twitter.com/gerantomd/statuses/1507553549651169281,gerantomd,3/25/2022 11:02 pm,"Palabras más utilizadas de este sexenio (chairo):

- Neoliberal, Conservador, Fifí, Machuchón, Corrupto, Racista, Clasista, etc…

Aunque en su mayoría no sepan el significado del mismo!",Message,Text Only,316,2,"Tesistan, Jalisco, Mexico",Men,,2,0,0,0,
Twitter,https://twitter.com/that_stray_wolf/statuses/1507549244940562437,that_stray_wolf,3/25/2022 10:45 pm,"gordonetgate @GloriaAlvarez85 @josebenegas @amerlinck @CNN 🤣🤣🤣🤣

Aquí el único que ha despreciado a México 🇲🇽 y a mi por motivos racistas eres tú.

Pero que podía esperar de un pobre diablo, incapaz de articular una idea  coherente y muy dispuesto a defender a un dictador asesino?

🤣🤣🤣🤣 Pobrecito",Mention,Text Only,258,0,"Colonia Lindavista, México, Mexico",Men,,0,0,0,0,
Instagram,https://www.instagram.com/p/CbjNg92gee9/,,3/25/2022 10:24 pm,"El hotel Cartagena Plaza en Cartagena no solo cometió un acto de racismo en contra un hombre negro, sino que su comunicado ratifica su marcada orientación racista. Creen que ofrecer shows de champeta a los turistas significa tener políticas de inclusión racial. Líderes afro, activistas, académicos, escritores, defensores de derechos humanos y artistas han hecho lo posible a través del tiempo para generar transformaciones, aquí hay que penalizar de otras formas. La sanción social en la que se le dé la espalda a las empresas racistas. hotelcartagenaplaza #boicot #racismo #cartagena",Message,Photo,0,203,,,,195,0,8,0,
