Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/mocikat/statuses/1508627218607521801,mocikat,3/28/2022 10:08 pm,"MentirasPiados8 Pobre Will, la neta que decepción, el hacer el ridículo, (ficticio claro), por una tipa que se tiró al amigo de su hijo de 18 años....   cosas se negros...😳🤪",Mention,Text Only,1440,1,"Cuernavaca, Morelos, Mexico",,,1,0,0,0,
Twitter,https://twitter.com/GpJuanchito/statuses/1508619766780633095,GpJuanchito,3/28/2022 9:39 pm,ClaudioXGG Qué comentario tan clasista… https://t.co/fJMBZFzPys,Mention,Photo,175,0,"Magdalena Contreras, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/OphCourse/statuses/1508617289305886724,OphCourse,3/28/2022 9:29 pm,"Del manual de comedia boomer:

Chiste 1A-1. Persona tiene cuerpo que no es lo que según alguien debería ser. (Aplica estilos, cabello, genitales, medidas, perforaciones, color de piel)

Chiste 1A-2. Persona hace cosas “de otro estándar” de cuerpo

.. eso es todo el chiste. Risas. https://t.co/45TV2e6AoS | QT: Los chistes sobre el físico de los otros es lo más boomer que puede existir.",Message,Link,439668,107,"Colonia del Valle, Mexico City, Mexico",Women,,93,0,2,12,
Twitter,https://twitter.com/paxtonhernan/statuses/1508617084250513415,paxtonhernan,3/28/2022 9:28 pm,elrodro88 @christianbleu Por ser un racista de mierda.,Mention,Text Only,811,1,"Merida, Yucatán, Mexico",,,0,0,1,0,
Twitter,https://twitter.com/Gaviota_2367/statuses/1508613672402305038,Gaviota_2367,3/28/2022 9:15 pm,"rosana_arechiga @FreddyOliviery @EugenioDerbez Corrijo, esa frase aplicaba antes de 2018, hoy más bien es…el enemigo de un mexicano es un chairo mediocre y resentido #JoseRamonLopezBeltran38 #CuantoGanaElBodoque #LopezElCorruptoEresTu #LopezBasuraPresidencial #LopezCorruptoInepto",Mention,Text Only,949,3,"Casa Blanca, Puebla, Mexico",Women,,2,0,0,1,Backlash
Twitter,https://twitter.com/JuampiSwan/statuses/1508610198574977037,JuampiSwan,3/28/2022 9:01 pm,"publicovipp @therealjulinas Y no es mi discurso...
Los discursos de discriminación son  su especialidad.",Mention,Text Only,365,1,"Magdalena Contreras, Mexico City, Mexico",Men,,0,0,1,0,
Instagram,https://www.instagram.com/tv/CbqwkZvljT2/,,3/28/2022 8:46 pm,"#Entretenimiento.- Escritoras y #activistas #negras han denunciado el #racismo, la #misoginia y la #violencia estética en contra de Jada Pinkett Smith, luego del comentario hecho por Chris Rock en los #Oscar.

Durante la celebración de los premios Oscar 2022, el comediante Chris Rock hizo un comentario sobre la #actriz Jada Pinkett Smith, ante el cual ella reaccionó con incomodidad.

Más detalles en www.noticiassin.com y en la Emisión Estelar con aliciaortegaha las 10:00 PM, por ColorVisionC9

#NoticiasSIN #JadaPinkettSmith #ChrisRock #WillSmith #PremiosOscar # Activistas",Message,Video,0,4178,,,,3978,0,200,0,
Twitter,https://twitter.com/JuampiSwan/statuses/1508600787789922304,JuampiSwan,3/28/2022 8:23 pm,"publicovipp @therealjulinas Lo único evidente es que ustedes necesitan mentir y difamar para justificar su discriminación.
Increíble",Mention,Text Only,365,1,"Colonia del Valle, Mexico City, Mexico",Men,,0,0,1,0,
Twitter,https://twitter.com/FerZurita1/statuses/1508595963463667712,FerZurita1,3/28/2022 8:04 pm,"EugenioDerbez hola estimado, ya te felicito eEl envidias? El Resentido, vengativo y acomplejado presidentito?",Mention,Text Only,1874,0,"Cuauhtemoc, Mexico City, Mexico",Men,,0,0,0,0,Backlash
Twitter,https://twitter.com/JuampiSwan/statuses/1508592518866386949,JuampiSwan,3/28/2022 7:50 pm,"CaRlOsV00352673 @soyhumanoac @Cualquieraonvre @CarlosLealMx @SalmaLuevano 🤣🤣🤣🤣🤣🤣🤣🤣🤣
Hilarante como se contradicen solos con tal de justificar su discriminación.
Patéticos",Mention,Text Only,365,2,"Cuauhtemoc, Mexico City, Mexico",Men,,0,0,2,0,
Twitter,https://twitter.com/JulianRicalde/statuses/1508590715248558080,JulianRicalde,3/28/2022 7:43 pm,"Hugo_Alday @aguilarosorio Uta eso es discriminación. “Dios, sino me has de devolver el pelo, haz pelones a mis amigos” 🙏🏻",Mention,Text Only,15015,5,Mexico,Men,,4,0,1,0,
Twitter,https://twitter.com/LAFD_PABLOO/statuses/1508585915651801088,LAFD_PABLOO,3/28/2022 7:24 pm,"ChumelTorres Si sabes que habla de ti por qué eres una sátira de lo que representa la derecha, representas lo vacío, la hipocresía, lo ignorante, ridículo, superfluo, racista, discriminatorio, clasista, lo pendejo. La paradoja es que tu eres un chiste wey, cuando se supone que haces chistes.",Mention,Text Only,99,0,Mexico,Men,,0,0,0,0,
Twitter,https://twitter.com/Rafa4316/statuses/1508583000409260033,Rafa4316,3/28/2022 7:13 pm,"epigmenioibarra Parecen arguenderas de mi  barrio, cizañosos resentidos.",Mention,Text Only,24,0,"Papantla de Olarte, Veracruz, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/peter_music09/statuses/1508582988421943304,peter_music09,3/28/2022 7:13 pm,"Defienden a Alejandra Cuevas ciegamente solo por su audio a Gertz pero ni la conocen ni saben de su vida, pero cuando mataron estudiantes la culpa era de ellos porque son pobres. Ven como si son clasistas.",Message,Text Only,1118,11,"Tecamac de Felipe Villanueva, México, Mexico",Men,,7,0,2,2,
Twitter,https://twitter.com/Ciudad_Plural_/statuses/1508581802734231555,Ciudad_Plural_,3/28/2022 7:08 pm,"Da inicio la Marcha contra los Discursos de Odio
 @MarchacontraDis en el Monumento a la Revolución.

Colectivos se pronuncian en contra de cualquier tipo de violencia y discriminación de la comunidad LGBTTTI #28M https://t.co/QyKX0MbqeD",Message,Photo,10677,19,"Cuauhtemoc, Mexico City, Mexico",,,13,0,0,6,
Instagram,https://www.instagram.com/p/Cbqi-mGrSrT/,,3/28/2022 6:46 pm,"El politólogo agustinlaje comentó en su cuenta de Twitter su opinión respecto a lo sucedido anoche en los #oscars2022 con willsmith y chrisrock en la cual el actor, cómico y también rapero, golpeó en el rostro a quién fue su compañero de escena en varias películas.

El motivo de la agresión se deduce fue por la falta de respeto hacia la esposa de Smith, burlándose de su alopecia.

Agustín Laje escribió: "" Si Will Smith fuera blanco, ya mismo estaría cancelado"". ""Pero negro golpea negro es legal y no viola los derechos humanos.""

""Este no es un comentario sobre la justicia o injusticia de la trompada; es un comentario sobre la hipocresía mediática y política."", finalizó el politólogo.
.
.
.
.
.
.
.
#racismo #contraelracismo #willsmith #oscars #chrisrock #willsmithchrisrock #progresismo #agustinlaje",Message,Photo,0,414,,,,403,0,11,0,
Twitter,https://twitter.com/Arteagarcia/statuses/1508573422720364548,Arteagarcia,3/28/2022 6:35 pm,"Ni modo, a veces hay que darle la razón a resentidos reaccionarios como tú. Sería imposible por una sencilla razón @BeatrizGMuller sería incapaz de usurpar la presidencia en un loco afán de protagonismo. ¿Eso si lo entiendes verdad? https://t.co/qPYvi2MTmH | QT: :#ÚltimaHora🦎🚨:
“Murió Raquel Pankowsky”
La primera actriz de teatro, cine y tv falleció el día de hoy, su parodia de Martha Sahagún la valió éxitos y críticas. 

HOY SERÍA IMPENSABLE una parodia así de la no primera dama con lo sensible que es la 4T. 
https://t.co/jPYg1iJ6j2",Message,Link,538,0,"Coyoacan, Mexico City, Mexico",Men,,0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/Cbqhl1lJvhm/,,3/28/2022 6:34 pm,"🔴En la mañana de este lunes, la cantante Marbelle causó polémica en Twitter porque a un trino que contenía una foto de la campaña de Gustavo Petro y Francia Márquez le respondió “Cacas y King Kong” con emojis de risas.

🗣️ Las opiniones en redes sociales condenaron el racismo del comentario de Marbelle y señalaron que el no estar de acuerdo con las ideas de otras personas no debería convertirse en dirigir insultos a su persona. Así mismo, otros usuarios señalaron que las palabras de Marbelle son lo mismo que decirle ‘porky’ a Iván Duque y que esto no es condenado de igual forma. 

❌Además de publicar sus opiniones,  usuarios de Twitter empezaron una campaña para que masivamente se denunciara el trino y conseguir que la plataforma lo eliminara. Tiempo después, el trino ya no aparecía disponible, según la red social, porque fue eliminado por su autor. 

👉Desliza para conocer diferentes opiniones sobre este comentario. 

📷 IG Francia Márquez y Marbelle

Por: Daniela Segovia Nieto

#marbelle #política #racismo #franciamarquez",Message,Photo,0,2759,,,,2557,0,202,0,
Twitter,https://twitter.com/salinasar/statuses/1508569075483611137,salinasar,3/28/2022 6:17 pm,ElAmaDeCasa1 @SadiHdz @cucarecheto Son una bola de resentidos; les duele el triunfo ajeno,Mention,Text Only,471,10,"Monterrey, Nuevo León, Mexico",Men,,10,0,0,0,Backlash
Twitter,https://twitter.com/Ignacio59724533/statuses/1508567165179506689,Ignacio59724533,3/28/2022 6:10 pm,SadiHdz Son pirricasy y se emocionanahi se les olvida su clasismo,Mention,Text Only,39,0,Mexico,Men,,0,0,0,0,
Twitter,https://twitter.com/engendrux/statuses/1508566915932950529,engendrux,3/28/2022 6:09 pm,"Viri_Rios Te recordaremos por nefasta, acomplejada y servil.",Mention,Text Only,577,6,"Guadalajara, Jalisco, Mexico",Men,,6,0,0,0,
Twitter,https://twitter.com/MILTONSTARK/statuses/1508566159590834192,MILTONSTARK,3/28/2022 6:06 pm,"Esta es la cara de un prieto que querían detener por sus huevos unos policías @SSC_CDMX por ""verse muy sospechoso"" https://t.co/Mev8LMkmmg",Message,Photo,611,2,"Colonia del Valle, Mexico City, Mexico",,,1,0,0,1,Perfilamiento racial
Twitter,https://twitter.com/jorge_navarro/statuses/1508565079406505984,jorge_navarro,3/28/2022 6:01 pm,"Y más si es chairo esos están resentidos hasta con su nacimiento propio... https://t.co/yh9vNFni02 | QT: @SadiHdz Felicito calurosamente a los EXTRAS, que salen en la lista de los actores en SEGUNDO LUGAR, en la película CODA.
El peor enemigo de un mexicano, es sin duda otro mexicano… https://t.co/u1K57p2O1t",Message,Link,1332,1,"Tampico, Tamaulipas, Mexico",,,1,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CbqdqH5O7uq/,,3/28/2022 6:00 pm,"Signos del zodíaco violentos, querer bajar de su candidatura con amenazas de muerte a Francia Márquez, opinar sobre el cabello de una mujer negra, masculinidades tóxicas: hombres negros, show mediatico deshumanizando a Jennifer Parker del acoso, difamación, amenazas y violencias vividas  con ""chistes"" del horóscopo y demás. Todo esto con el dedo acusatorio blanco burgués hegemónico, día a día, alerta tras alerta, ¿Salud mental? ¿sanación? ¿cómo y para quienes?

Hasta cuándo defenderse y reaccionar no es para las personas racializadas, afrodescendientes y negras. ¿Hasta cuando la antinegritud? Hasta cuando discursos civilizatorios impuestos sobre nuestros cuerpxs? Hasta cuando positivismo tóxico y sanación neoliberal? Hasta cuándo el feminismo y antipunitivismo de clubs del té,  llamarán castigo o venganza a hacer lo justo SENTIR.

Tóxico es leer que la respuesta comunitaria, de pares, es machismo y anula a una mujer, que un hombre negro no puede sentir y una mujer negra debe ser fuerte, tal cual como la esclavitud, en ese orden de sumisión y trauma histórico nos quieren una y otra vez, en la ""buena conducta"" de respetabilidad.

Más de lo mismo, astrología, newage y racismo, NO, no es un chiste.

Por cierto sí soy: Sol, Jupiter y Nodo Norte en #aries y no, no me voy a alinear a sus ""espiritualidades"" racistas.

#astrologia #astrologiacritica #antinewage  #aries #ariesseason #astrology #colonialidad #racismo #traumahistórico #saludmental",Message,Photo,0,186,,,,183,0,3,0,Género
Twitter,https://twitter.com/varamburucano/statuses/1508554733342052359,varamburucano,3/28/2022 5:20 pm,La Oposición™ no puede dejar su racismo ni para ver los Óscares. https://t.co/XjhTZ964tY,Message,Photo,7086,47,"Colonia del Valle, Mexico City, Mexico",,,40,0,1,6,
Twitter,https://twitter.com/danielruano3/statuses/1508554162342088712,danielruano3,3/28/2022 5:18 pm,"Geo_Gonzalez y en México ya ni hablamos, clasistas y racistas, pululan como dijo aquel",Mention,Text Only,1158,0,Mexico,Men,,0,0,0,0,
Twitter,https://twitter.com/catd1973/statuses/1508549339869765638,catd1973,3/28/2022 4:59 pm,MrChangoleon Cállate pinche naco de mierda!,Mention,Text Only,351,2,"Naucalpan de Juarez, México, Mexico",Men,,1,0,0,1,Odio
Twitter,https://twitter.com/sweetchavacano/statuses/1508548203972636673,sweetchavacano,3/28/2022 4:54 pm,"¿El racismo inverso no existe pero el sexismo inverso sí? https://t.co/jL1HhaxzxJ | QT: @aldapsone Tampoco se dijo nada de la conducta sexista inapropiada, de las animadoras con los actores que llamaron al escenario y el acoso físico a Jason Momoa, eso hubiese sido inaceptable si hubiese sido de un hombre a una mujer",Message,Link,1049,0,"Las Delicias, Baja California, Mexico",,,0,0,0,0,Género
Twitter,https://twitter.com/DoctorPediatro/statuses/1508539429719269382,DoctorPediatro,3/28/2022 4:20 pm,"La neta, su lógica no tiene fallas. ¿Victima de micro racismo, quizás? https://t.co/d1h4nnQxdD | QT: Alguien que me explique por qué me vieron feo si les pedí una de pastor con piña?! We es la capital de las picsas",Message,Link,8172,2,"Guadalajara, Jalisco, Mexico",Men,,2,0,0,0,
Twitter,https://twitter.com/_FerLeonMex/statuses/1508538554531684367,_FerLeonMex,3/28/2022 4:16 pm,"Otra #MasacreEnMichoacán, y preguntan si el miserable resentido felicitó a Derbez...#NoMamar",Message,Text Only,158,1,"San Nicolas de los Garza, Nuevo León, Mexico",,,1,0,0,0,Backlash
Twitter,https://twitter.com/chamuquito/statuses/1508535359197560839,chamuquito,3/28/2022 4:03 pm,"g_bouillon Ansina mesmo.

Pueblo resentido, rencoroso, agachon, p3nd3jo, amargado, pobrista, estulto, inculto, incompetente, conchudo, conformista, derretiste, entre otras cualidades.

Ve muy bien el que lopesss los ha hecho sentirse parte de ""algo"" y que ""ganaron"", tristemente cierto.",Mention,Text Only,1330,1,"Tesistan, Jalisco, Mexico",Men,,0,0,1,0,Backlash
Twitter,https://twitter.com/_FerLeonMex/statuses/1508535136043814918,_FerLeonMex,3/28/2022 4:02 pm,"Tenía que ser el lame 🥚🥚 @_VicenteSerrano, imitando a #JoseRamonLopezBeltran37, lo malo que él no es junior del miserable resentido y se le puede voltear... https://t.co/7ny28bkrWL | QT: A ver @_VicenteSerrano no te acuso de nada ilegal, simplemente te das vida de millonario y has prosperado con la 4t, te felicito por eso, pero no seas doble cara no se es austero cuando se vacaciona en mansiones cuidado por guaruras.

Acá la mansión que dices te prestaron. https://t.co/JrvEW3pia7",Message,Link,158,0,"San Nicolas de los Garza, Nuevo León, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/diegot34/statuses/1508531975195398160,diegot34,3/28/2022 3:50 pm,"elrepublican_ @AgustinLaje Tiene razón. Hoy se etiqueta de ""racista"" cualquier acto de una persona blanca que afecta a otra de color, sin analizar realmente si hubo un transfondo racial.",Mention,Text Only,413,7,"Monterrey, Nuevo León, Mexico",Men,,6,0,0,1,
Twitter,https://twitter.com/SanMarcos66/statuses/1508526573258952707,SanMarcos66,3/28/2022 3:28 pm,"Basta de pretextos y justificaciones de sus estupideces, usted mismo persiguió el cargo que ahora tiene y que ha hecho del país ? dejarlo peor.
Ya no polarice a los Mexicanos, todos somos ciudadanos y no sea clasista ni peyorativo al decir pueblo. https://t.co/v4qIVJaAEl",Message,Photo,2,0,"Iztapalapa, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/svegaf/statuses/1508524412441554945,svegaf,3/28/2022 3:20 pm,"Claro que hay niveles.
Un Mexicano trabajador y exitoso @EugenioDerbez, un mexicano vividor, mentiroso, huevon y resentido @DamianAIcazar. https://t.co/kRsDIdkQVJ | QT: Hay niveles. https://t.co/7vFEGOQWfm",Message,Link,6974,1,"Garza Garcia, Nuevo León, Mexico",,,1,0,0,0,Backlash
Twitter,https://twitter.com/manuelinfreak/statuses/1508516762794483717,manuelinfreak,3/28/2022 2:49 pm,¿Que son los Oscar y por qué la gente color cartón no deja de hablar de eso?,Message,Text Only,125,0,"Cuautitlan Izcalli, México, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/En1ra_Persona/statuses/1508516588802224132,En1ra_Persona,3/28/2022 2:49 pm,"Como Asambleísta del @COPRED_CDMX sabemos que los retos para erradicar los actos de discriminación requieren diálogo y mutuo respeto. https://t.co/JKO9yE56Iu | QT: Firmantes 
@Avera21 @nambrix @monicagarzag @ETorreMolina @TatianaAlfonso @anasaizv @Hugoarellanes2 @luisperelmanmx @natalia_lane @AnaPecova
@gabitaintorres @tania3651 @genarolozano
@NashieliRamirez @sergioaguayo 

#FeminismoSinDiscriminación https://t.co/S8liZHQzuj",Message,Link,2555,1,"Colonia del Valle, Mexico City, Mexico",,,1,0,0,0,
Twitter,https://twitter.com/AMALIABUSTA/statuses/1508516583295139845,AMALIABUSTA,3/28/2022 2:49 pm,"FreddyOliviery @EugenioDerbez Mínimo te hubieran dado cariño, así no serías un resentido y envidioso de 4ta! 🤮",Mention,Text Only,128,0,Mexico,Women,,0,0,0,0,Backlash
Twitter,https://twitter.com/marctronico/statuses/1508514818847920133,marctronico,3/28/2022 2:42 pm,sanvelvale Usar la palabra “denigrar” solo fortalece el racismo.,Mention,Text Only,16840,1,"Cuauhtemoc, Mexico City, Mexico",,,1,0,0,0,
Twitter,https://twitter.com/razarateri/statuses/1508513572854370306,razarateri,3/28/2022 2:37 pm,"UrielGu06875450 @LuisCardenasMx Pendejo,crees que uno se alegra de esta situación tan lamentable en qué se encuentra el país? Y todo por un inepto al que eligieron una bola de resentidos e ignorantes como tú.",Mention,Text Only,1798,4,"Santa Rosa Jauregui, Querétaro, Mexico",,,4,0,0,0,Backlash
Twitter,https://twitter.com/YanluyY/statuses/1508511671899332618,YanluyY,3/28/2022 2:29 pm,"TessyRJ @juncalssolano @lialimon La reacción racista sigue ardida, porque no cruzarán la próxima elección...",Mention,Text Only,184,3,"Villahermosa, Tabasco, Mexico",,,1,0,1,1,
Instagram,https://www.instagram.com/p/CbqErKXqIt2/,,3/28/2022 2:22 pm,"Jerarquizar los sistemas de opressi0n que sufren las mujeres racializadas, nos hace obviar muchos detalles. Es por ello que el debate sobre lo que ocurrió es complejo y no se puede reducir a un chiste!!! 
Quizas lo que falta por entender es que para lxs negrxs es algo más que el pelo. Este constante ataque y ridiculización de la estética de las mujeres negras se remonta a la a la esclavitud y ha evolucionado hasta llegar a los chistes en los escenarios, aunque esto no es nuevo, pero el impacto es el mismo: el daño a las mujeres negras.
 La cultura de la belleza tiene sus raíces en la supremacía blanca y es anti-negra.
Y por último, me parece vergonzoso que en ningún momento se haya centrado la opresión y violenci@ que sufrió  jada.
misogynoir #racismo #interseccionalidad",Message,Photo,0,14,,,,0,0,14,0,Género
Twitter,https://twitter.com/JoaqunValladar1/statuses/1508506299021070341,JoaqunValladar1,3/28/2022 2:08 pm,"soy_el_danyboy @Regia_Alexandra @kenialopezr @EugenioDerbez @EugenioDerbez el actor de.
relleno en todas sus películas no le gustan a la
mayoría por clasista y facho",Mention,Text Only,194,2,"Patzcuaro, Michoacán, Mexico",,,1,0,0,1,
Twitter,https://twitter.com/OOretrap/statuses/1508506114878590979,OOretrap,3/28/2022 2:07 pm,"TruebaLara Ah cara y que creativo el zopenco éste! Andamos falta que el avión lo manden a una conversión de Mexicanicos, y Pida que de paso le pongan jacuzy luces neón de luz negra, y un tubo. Para el ea ea ea!! Che naco! https://t.co/9RLZ40q1v2",Mention,Photo,905,2,"Tesistan, Jalisco, Mexico",,,2,0,0,0,Odio
Twitter,https://twitter.com/_FerLeonMex/statuses/1508505574148825088,_FerLeonMex,3/28/2022 2:05 pm,"Cualquiera que sea el resultado el miserable resentido no se irá, y no se irá porque fue electo para un período Constitucional, no para cuando se le antoje impulsar su ratificación, por eso...#NoALaRevocacionDeMandato https://t.co/QEDEcSNvBK | QT: Los que van a votar en contra en la revocación, ¿ya pensaron qué pasa si llega a perder López? ¿Quién se quedaría en su lugar y quién lo pone?
Pinche juego sucio…",Message,Link,158,0,"San Nicolas de los Garza, Nuevo León, Mexico",,,0,0,0,0,Backlash
Twitter,https://twitter.com/Pepillo_Mtz/statuses/1508504968801701891,Pepillo_Mtz,3/28/2022 2:03 pm,"TheVikGmz @andrea_riosc03 Si es blanco a negro, negro a negro o negro a blanco; de ahí depende todo, a nosotros los prietos no hay pedo, pasa todo jajaja",Mention,Text Only,2739,2,"Monterrey, Nuevo León, Mexico",,,2,0,0,0,
Twitter,https://twitter.com/SoyAdrianaB/statuses/1508504584557408263,SoyAdrianaB,3/28/2022 2:01 pm,"marthadebayle Nada, más bien deberían considerar revisar si lo que sus conductores - animadores cae en insultos, acoso, bullying o discriminación ... no sé, yo si tuviera un familiar con algún padecimiento y lo humillan a nivel mundial no sé cómo reaccionaria ... la clave es el RESPETO.",Mention,Text Only,123,0,"Cuauhtemoc, Mexico City, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/PerpetuDelrosal/statuses/1508503530835001349,PerpetuDelrosal,3/28/2022 1:57 pm,"cecyfernandez O sea
Que onda con la señora ?
El que sea la no primera dama no es pretexto para ser FODONGA.
miren que usar un clip porta papeles en lugar de una pinche ligita
Lo naco y lo corriente le brota por los poros
Más que el sudor conque mancha las axilas de sus blusas

POBRE MËXICO",Mention,Text Only,303,0,"Iztapalapa, Mexico City, Mexico",,,0,0,0,0,Odio
Twitter,https://twitter.com/PerpetuDelrosal/statuses/1508503476241846287,PerpetuDelrosal,3/28/2022 1:57 pm,"O sea
Que onda con la señora ?
El que sea la no primera dama no es pretexto para ser FODONGA.
miren que usar un clip porta papeles en lugar de una pinche ligita
Lo naco y lo corriente le brota por los poros
Más que el sudor conque mancha las axilas de sus blusas

POBRE MËXICO https://t.co/BjyUbQASfG",Message,Photo,303,0,"Iztapalapa, Mexico City, Mexico",,,0,0,0,0,Odio
Twitter,https://twitter.com/Francis85879724/statuses/1508502840972558343,Francis85879724,3/28/2022 1:54 pm,"EugenioDerbez @AppleTVPlus Vas directo y sin escalas a chasptm  @EugenioDerbez maldito pseudoambientalista, racista, golpeador infame, productor de programas televisivos de pura cagada, así que nuevamente y que se escuche fuerte y retumbe vas y CHATPM.",Mention,Text Only,321,0,Mexico,Men,,0,0,0,0,
Instagram,https://www.instagram.com/p/CbqBbrfOD7w/,,3/28/2022 1:53 pm,"QuIsimos usar esta foto para hacer un meme pero nos pareció mejor hablar de violencia estética. Qué es?. Por qué se pone el foco en la violencia entre 2 hombres cuando lo más nefasto fue la violencia ejercida sobre el cuerpo de jadapinkettsmith❓Estamos hablando esto en historias 🔥
.
.
.
.
#violenciaestética #violenciaestetica #jadapinkettsmith #gordofobia #racismo #sexismo #gerontofobia",Message,Photo,0,124,,,,117,0,7,0,
Twitter,https://twitter.com/FSAENZN/statuses/1508502245465370635,FSAENZN,3/28/2022 1:52 pm,"hhramos Tuitazo
Signo de los tiempos
(Y si tiene más lana, encima es clasista)",Mention,Text Only,553,1,Mexico,Men,,1,0,0,0,
Twitter,https://twitter.com/spiceguns/statuses/1508497775348129800,spiceguns,3/28/2022 1:34 pm,Indiwulf *racistas.,Mention,Text Only,673,1,"Monterrey, Nuevo León, Mexico",,,1,0,0,0,
