Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/EliasPadillaPe1/statuses/1506842810879819785,EliasPadillaPe1,3/23/2022 11:58 pm,Y clasista es aquél que vive en un verdadero palacio y se da golpes de pueblo https://t.co/LdInS0MSWG | QT: Clasista es quien trafica influencias para vivir en Houston y no en Copilco.,Message,Link,78,0,"Colonia Lindavista, México, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/Carlos__Maas/statuses/1506835386395357192,Carlos__Maas,3/23/2022 11:28 pm,"GiancoUrias En la puerta dice : "" Nos reservamos el derecho de admisión "" y como en todas partes hay reglas, que nos agraden o no, se deberían cumplir. Aunque algunos de nosotros lo llamemos discriminación o clasismo",Mention,Text Only,1451,5,"Miguel Aleman (La Doce), Sonora, Mexico",Men,,4,0,1,0,
Twitter,https://twitter.com/biosunam/statuses/1506832049486893067,biosunam,3/23/2022 11:15 pm,"RedBone4t Momento, Paca no es ningua racista de mierda",Mention,Text Only,549,4,"Magdalena Contreras, Mexico City, Mexico",Men,,2,0,1,1,
Twitter,https://twitter.com/narudordnajela/statuses/1506831818124800002,narudordnajela,3/23/2022 11:14 pm,ektor5_garcia Es un aprendiz de Chumel!! #racistas #miserables,Mention,Text Only,741,0,"Las Delicias, Baja California, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/onungarayl/statuses/1506829738656079873,onungarayl,3/23/2022 11:06 pm,"DamianAIcazar Y siguen lucrando politicamente victimizandoce.

EXIGIMOS ESPACIOS DIGNOS. 
Los ponen en el piso y en una esquina. 

 Esa @GN_MEXICO_ clasista que también quiso sacarla del aeropuerto.",Mention,Text Only,9,0,"Santa Rosa Jauregui, Querétaro, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/El_Inzaghi/statuses/1506828508227674117,El_Inzaghi,3/23/2022 11:01 pm,"linda_dimitrov Miraaa mi Benny
Cuánto odio y clasismo
@DamianAIcazar",Mention,Text Only,354,0,"Medina, Guanajuato, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/edavilas1/statuses/1506825611960070146,edavilas1,3/23/2022 10:49 pm,"FedericoArreola Nada clasista, solo ""la realidad""",Mention,Text Only,204,0,"Santa Rosa Jauregui, Querétaro, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/gustafito/statuses/1506825073004625926,gustafito,3/23/2022 10:47 pm,"laishawilkins Al final de este año cuando se haya ampliado la capacidad del aeropuerto y estén volando varias líneas aéreas al ""extranjero"", espero reconozcas tu comentario mala leche, clasista, pretencioso y soberbio. Mejor vete a vivir al extranjero porque no te gusta lo que hay acá.",Mention,Text Only,2436,6,"Magdalena Contreras, Mexico City, Mexico",,,4,0,2,0,
Twitter,https://twitter.com/gipita1/statuses/1506823734304423943,gipita1,3/23/2022 10:42 pm,"tania__rd Hipócrita,  ignorante....El hijo de#López Obrador  no es ""clasista"" ? También  viaja en Avión ✈  privado. 
Gracias  a su Padre Ladrón, dictador Andres López Obrador.",Mention,Text Only,48,0,"Santa Rosa Jauregui, Querétaro, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/ENRIQE_SANCHEZ/statuses/1506823669603094535,ENRIQE_SANCHEZ,3/23/2022 10:42 pm,hreynosod @deniseramosm Más clasista o le seguimos ?,Mention,Text Only,319,2,"Zacatecas, Zacatecas, Mexico",Men,,2,0,0,0,
Twitter,https://twitter.com/YolotliHernnde1/statuses/1506822350162915331,YolotliHernnde1,3/23/2022 10:36 pm,"Apenas antier hablaban de clasismo.
La hipocresía. https://t.co/FXDSA7qkac | QT: “¡¡Decomisen las artesanías de los indígenas otomíes!! Me chocan las manifestaciones.”

-@Claudiashein, seguramente.
 https://t.co/AydqWhqMMx",Message,Link,104,0,"Coyoacan, Mexico City, Mexico",,,0,0,0,0,Origen cultural
Twitter,https://twitter.com/BTO2204/statuses/1506821135828234246,BTO2204,3/23/2022 10:32 pm,mluiscastillo malvados clasistas verdad!😂 https://t.co/nyIgro29cR,Mention,Link,15,0,"Coyoacan, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/ElRobDeLosAutos/statuses/1506818090385956865,ElRobDeLosAutos,3/23/2022 10:20 pm,"Viri_Rios Tenemos gobierno pinche, chafa y naco con hijos millonarios pendeja.

#CuantoGanaElBodoque 
#JoseRamonLopezBeltran32 
#CASAGRIS 
#UrnasVacias10DeAbril 
#NoALaRevocacionDeMandato",Mention,Text Only,1372,2,"Miguel Hidalgo, Mexico City, Mexico",Men,,2,0,0,0,Odio
Twitter,https://twitter.com/Doncucaracho/statuses/1506816870065782784,Doncucaracho,3/23/2022 10:15 pm,_baarbC 😒 como es racista 🤣🤣🤣🤣,Mention,Text Only,3830,1,"Villahermosa, Tabasco, Mexico",,,0,0,1,0,
Twitter,https://twitter.com/laoctavasports/statuses/1506815834320216066,laoctavasports,3/23/2022 10:11 pm,"“ME PARECE RACISTA”😡

Héctor Bellerín, defensor del @RealBetis, dijo para el Diario Marca que se han olvidado otros conflictos como la guerra de Palestina, Yemen e Irak.

#TeDaMásEmociones #HectorBellerin #RealBetis #War #Guerra https://t.co/JglgNNdiCK",Message,Photo,19121,7,"Miguel Hidalgo, Mexico City, Mexico",,,3,0,0,4,
Twitter,https://twitter.com/myrnaruth50/statuses/1506814779012354049,myrnaruth50,3/23/2022 10:06 pm,"LillyTellez Pero eso son todos ellos 👏👏👏👏👏 el mismo lo dice porque sabe que así son TODOS … y no … no soy clasista, soy realista, hay gente humilde con más educación que toda esa bola de parásitos, dan vergüenza cuando los oye uno hablar, de que cantina los fueron a sacar 🙈🙈",Mention,Text Only,1870,1,"Tuxpan de Rodriguez Cano, Veracruz, Mexico",Women,,1,0,0,0,
Twitter,https://twitter.com/JPablo_Delgado/statuses/1506814773421248512,JPablo_Delgado,3/23/2022 10:06 pm,"¿Por qué mejor no le critica su método de consulta ciudadana, la cerrazón con los medios, el bloqueo de la agenda de no discriminación, la ratificación de los mandos de seguridad, los gastos en comunicación…? El pase verde es una buena medida. https://t.co/C2j9xOtlWa | QT: El exgobernador panista Carlos Medina Plascencia, confiesa haberse quedado “estupefacto” cuando se dio a conocer la gratuidad en parques y deportivas en ⁦@municipio_leon⁩ Criticó la decisión aplicada por su compañera de partido ⁦@AleGutierrez_mx⁩ https://t.co/uOPB32Qopa",Message,Link,5427,8,"Medina, Guanajuato, Mexico",Men,,8,0,0,0,
