Region,XenofobiaDepartamento,MigracionDepartamento,TasaXenofobia,Informe
La Libertad,2.694610834121704,4.539627075195313,5.7766366,1
Cusco,1.317365288734436,.6759907007217407,18.965517,1
Lima Province,91.67664337158203,90.402099609375,9.8691416,1
Lambayeque,1.197604775428772,.9790209531784058,11.904762,1
Resto,.8383233547210693,1.491841435432434,,1
Arequipa,2.27544903755188,1.911421895027161,11.585366,1
Piura,.8383233547210693,1.491841435432434,5.46875,0
