Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,4,0.01,0.31,0.39601973263271295
100% Corpus,4,0.01,0.61,0.36734413520069376
100% Corpus,4,0.01,0.9099999999999999,0.34894537276620985
100% Corpus,4,0.01,symmetric,0.3888317000955571
100% Corpus,4,0.31,0.01,0.4093550558721669
100% Corpus,4,0.31,0.31,0.3906855185727205
100% Corpus,4,0.31,0.61,0.3782005614504007
100% Corpus,4,0.31,0.9099999999999999,0.37888964589600177
100% Corpus,4,0.31,symmetric,0.3653961976927953
100% Corpus,4,0.61,0.01,0.42263804384136827
100% Corpus,4,0.61,0.31,0.4248497072218712
100% Corpus,4,0.61,0.61,0.4317785467953552
100% Corpus,4,0.61,0.9099999999999999,0.41594671033334457
100% Corpus,4,0.61,symmetric,0.43273344396877556
100% Corpus,4,0.9099999999999999,0.01,0.4061694261728638
100% Corpus,4,0.9099999999999999,0.31,0.4314771179381422
100% Corpus,4,0.9099999999999999,0.61,0.4212482561174029
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.4204599136045287
100% Corpus,4,0.9099999999999999,symmetric,0.4388862855414834
100% Corpus,4,symmetric,0.01,0.40548917283573604
100% Corpus,4,symmetric,0.31,0.37111963643356205
100% Corpus,4,symmetric,0.61,0.3527162521332137
100% Corpus,4,symmetric,0.9099999999999999,0.3705999615886281
100% Corpus,4,symmetric,symmetric,0.3890928814180018
100% Corpus,4,asymmetric,0.01,0.3279979605769445
100% Corpus,4,asymmetric,0.31,0.32280135478820215
100% Corpus,4,asymmetric,0.61,0.35051154099878157
100% Corpus,4,asymmetric,0.9099999999999999,0.37752854318099194
100% Corpus,4,asymmetric,symmetric,0.3034964433711441
100% Corpus,5,0.01,0.01,0.3865461370381883
100% Corpus,5,0.01,0.31,0.3803971566266795
100% Corpus,5,0.01,0.61,0.37049771039804263
100% Corpus,5,0.01,0.9099999999999999,0.3932551380766043
100% Corpus,5,0.01,symmetric,0.362994596555717
100% Corpus,5,0.31,0.01,0.4097716229529281
100% Corpus,5,0.31,0.31,0.3771664884614281
100% Corpus,5,0.31,0.61,0.4045900541642043
100% Corpus,5,0.31,0.9099999999999999,0.4137995804739584
100% Corpus,5,0.31,symmetric,0.37568370081643876
100% Corpus,5,0.61,0.01,0.41649626232257225
100% Corpus,5,0.61,0.31,0.3970290949410213
100% Corpus,5,0.61,0.61,0.40516748821393234
100% Corpus,5,0.61,0.9099999999999999,0.4108069523475607
100% Corpus,5,0.61,symmetric,0.3964635904483978
100% Corpus,5,0.9099999999999999,0.01,0.4310558868857253
100% Corpus,5,0.9099999999999999,0.31,0.41152479882156223
100% Corpus,5,0.9099999999999999,0.61,0.3847109083592539
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.39202896616962546
100% Corpus,5,0.9099999999999999,symmetric,0.40693660337817905
100% Corpus,5,symmetric,0.01,0.4068379229190099
100% Corpus,5,symmetric,0.31,0.37848335130045363
100% Corpus,5,symmetric,0.61,0.3757961870794057
100% Corpus,5,symmetric,0.9099999999999999,0.3927275578476902
100% Corpus,5,symmetric,symmetric,0.3672454624542766
100% Corpus,5,asymmetric,0.01,0.4054666332196909
100% Corpus,5,asymmetric,0.31,0.3783466040758537
100% Corpus,5,asymmetric,0.61,0.3507377030304208
100% Corpus,5,asymmetric,0.9099999999999999,0.3881576249090789
100% Corpus,5,asymmetric,symmetric,0.3483656739141626
100% Corpus,6,0.01,0.01,0.42736738631372706
100% Corpus,6,0.01,0.31,0.4385246536773881
100% Corpus,6,0.01,0.61,0.38199308561673356
100% Corpus,6,0.01,0.9099999999999999,0.42584179130821576
100% Corpus,6,0.01,symmetric,0.4204648729757046
100% Corpus,6,0.31,0.01,0.4260657338162129
100% Corpus,6,0.31,0.31,0.4065670488059969
100% Corpus,6,0.31,0.61,0.4331564401570798
100% Corpus,6,0.31,0.9099999999999999,0.4400237906133168
100% Corpus,6,0.31,symmetric,0.417323549302891
100% Corpus,6,0.61,0.01,0.44875106419572514
100% Corpus,6,0.61,0.31,0.4027487195401603
100% Corpus,6,0.61,0.61,0.38995277246282883
100% Corpus,6,0.61,0.9099999999999999,0.4175951354626644
100% Corpus,6,0.61,symmetric,0.4325102617156853
100% Corpus,6,0.9099999999999999,0.01,0.4292406177454735
100% Corpus,6,0.9099999999999999,0.31,0.43018805480717776
100% Corpus,6,0.9099999999999999,0.61,0.3792660668629632
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.37182447126209944
100% Corpus,6,0.9099999999999999,symmetric,0.4326576922407517
100% Corpus,6,symmetric,0.01,0.42900393965123734
100% Corpus,6,symmetric,0.31,0.4219483103335131
100% Corpus,6,symmetric,0.61,0.4092367147121352
100% Corpus,6,symmetric,0.9099999999999999,0.4326669569186284
100% Corpus,6,symmetric,symmetric,0.4377119830138058
100% Corpus,6,asymmetric,0.01,0.4435434415204668
100% Corpus,6,asymmetric,0.31,0.36849851843748543
100% Corpus,6,asymmetric,0.61,0.3934619220142386
100% Corpus,6,asymmetric,0.9099999999999999,0.40593364118778225
100% Corpus,6,asymmetric,symmetric,0.38994164648745117
100% Corpus,7,0.01,0.01,0.42877292926891536
100% Corpus,7,0.01,0.31,0.41102349393806614
100% Corpus,7,0.01,0.61,0.45964296005732674
100% Corpus,7,0.01,0.9099999999999999,0.5316341722779069
100% Corpus,7,0.01,symmetric,0.3934369008042155
100% Corpus,7,0.31,0.01,0.4033012564328364
100% Corpus,7,0.31,0.31,0.3976820862552425
100% Corpus,7,0.31,0.61,0.4389220722503083
100% Corpus,7,0.31,0.9099999999999999,0.4730674668202509
100% Corpus,7,0.31,symmetric,0.40439870493855384
100% Corpus,7,0.61,0.01,0.4087115710748499
100% Corpus,7,0.61,0.31,0.383146685401998
100% Corpus,7,0.61,0.61,0.379674618600433
100% Corpus,7,0.61,0.9099999999999999,0.4166593921562902
100% Corpus,7,0.61,symmetric,0.3885065791467096
100% Corpus,7,0.9099999999999999,0.01,0.42733983255419117
100% Corpus,7,0.9099999999999999,0.31,0.40542547947304364
100% Corpus,7,0.9099999999999999,0.61,0.3608337586883051
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.33092117310107555
100% Corpus,7,0.9099999999999999,symmetric,0.417060344344233
100% Corpus,7,symmetric,0.01,0.42295234415919847
100% Corpus,7,symmetric,0.31,0.3945905717047147
100% Corpus,7,symmetric,0.61,0.45090357082596205
100% Corpus,7,symmetric,0.9099999999999999,0.4875542820298579
100% Corpus,7,symmetric,symmetric,0.39691062885338585
100% Corpus,7,asymmetric,0.01,0.42458130815481626
100% Corpus,7,asymmetric,0.31,0.370005356791852
100% Corpus,7,asymmetric,0.61,0.3888334572490239
100% Corpus,7,asymmetric,0.9099999999999999,0.5217692854902228
100% Corpus,7,asymmetric,symmetric,0.4321097964434557
100% Corpus,8,0.01,0.01,0.38350497617300194
100% Corpus,8,0.01,0.31,0.3546245374946958
100% Corpus,8,0.01,0.61,0.4298224359398706
100% Corpus,8,0.01,0.9099999999999999,0.4630416452825117
100% Corpus,8,0.01,symmetric,0.34147352998596453
100% Corpus,8,0.31,0.01,0.3791490434513361
100% Corpus,8,0.31,0.31,0.3720052382164589
100% Corpus,8,0.31,0.61,0.4365446610907078
100% Corpus,8,0.31,0.9099999999999999,0.4299205974681005
100% Corpus,8,0.31,symmetric,0.3441158923734666
100% Corpus,8,0.61,0.01,0.3760352083084331
100% Corpus,8,0.61,0.31,0.37325906719572227
100% Corpus,8,0.61,0.61,0.3826739819579082
100% Corpus,8,0.61,0.9099999999999999,0.4235316233788663
100% Corpus,8,0.61,symmetric,0.3734861306873244
100% Corpus,8,0.9099999999999999,0.01,0.37574407453418196
100% Corpus,8,0.9099999999999999,0.31,0.3658843643872876
100% Corpus,8,0.9099999999999999,0.61,0.33841293056482885
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.33637900123098097
100% Corpus,8,0.9099999999999999,symmetric,0.3778374577870212
100% Corpus,8,symmetric,0.01,0.388581547323492
100% Corpus,8,symmetric,0.31,0.3698777272963507
100% Corpus,8,symmetric,0.61,0.3678638575738834
100% Corpus,8,symmetric,0.9099999999999999,0.46451258116777905
100% Corpus,8,symmetric,symmetric,0.37192880876976936
100% Corpus,8,asymmetric,0.01,0.389287917761116
100% Corpus,8,asymmetric,0.31,0.43995607191101754
100% Corpus,8,asymmetric,0.61,0.3802069299270078
100% Corpus,8,asymmetric,0.9099999999999999,0.4672602227316891
100% Corpus,8,asymmetric,symmetric,0.40971537665365654
100% Corpus,9,0.01,0.01,0.35950352375943057
100% Corpus,9,0.01,0.31,0.37863369499679816
100% Corpus,9,0.01,0.61,0.41082672146950494
100% Corpus,9,0.01,0.9099999999999999,0.39991835856074104
100% Corpus,9,0.01,symmetric,0.35754804040816035
100% Corpus,9,0.31,0.01,0.35928867707401935
100% Corpus,9,0.31,0.31,0.38732886023445207
100% Corpus,9,0.31,0.61,0.43856268307138335
