Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,9,0.9099999999999999,0.01,0.28910013340884877
75% Corpus,9,0.9099999999999999,0.31,0.2984837059563215
75% Corpus,9,0.9099999999999999,0.61,0.2969639282264107
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.2757054934916667
75% Corpus,9,0.9099999999999999,symmetric,0.29200631609656835
75% Corpus,9,symmetric,0.01,0.322568545767243
75% Corpus,9,symmetric,0.31,0.29198719772631737
75% Corpus,9,symmetric,0.61,0.29300138266438014
75% Corpus,9,symmetric,0.9099999999999999,0.2920740742619082
75% Corpus,9,symmetric,symmetric,0.2948731468343637
75% Corpus,9,asymmetric,0.01,0.30273466063827975
75% Corpus,9,asymmetric,0.31,0.3655672191675234
75% Corpus,9,asymmetric,0.61,0.46534646841044786
75% Corpus,9,asymmetric,0.9099999999999999,0.42372957050791316
75% Corpus,9,asymmetric,symmetric,0.29259847298779634
75% Corpus,10,0.01,0.01,0.31558114011486993
75% Corpus,10,0.01,0.31,0.3098271847166228
75% Corpus,10,0.01,0.61,0.317167502151416
75% Corpus,10,0.01,0.9099999999999999,0.3147890725559806
75% Corpus,10,0.01,symmetric,0.31625306434073597
75% Corpus,10,0.31,0.01,0.3157615163519475
75% Corpus,10,0.31,0.31,0.3085608601203297
75% Corpus,10,0.31,0.61,0.30149755901473324
75% Corpus,10,0.31,0.9099999999999999,0.32122437573814266
75% Corpus,10,0.31,symmetric,0.32054245071760873
75% Corpus,10,0.61,0.01,0.3074938344102297
75% Corpus,10,0.61,0.31,0.2793165849873146
75% Corpus,10,0.61,0.61,0.3158319229966948
75% Corpus,10,0.61,0.9099999999999999,0.3365593587212209
75% Corpus,10,0.61,symmetric,0.29509134190849756
75% Corpus,10,0.9099999999999999,0.01,0.2982973106242882
75% Corpus,10,0.9099999999999999,0.31,0.31389555120723595
75% Corpus,10,0.9099999999999999,0.61,0.2771206248765286
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.2759073358869628
75% Corpus,10,0.9099999999999999,symmetric,0.3042600093824133
75% Corpus,10,symmetric,0.01,0.29348377856579366
75% Corpus,10,symmetric,0.31,0.3166907858732905
75% Corpus,10,symmetric,0.61,0.33322948375655265
75% Corpus,10,symmetric,0.9099999999999999,0.31818176062166553
75% Corpus,10,symmetric,symmetric,0.3046435649652506
75% Corpus,10,asymmetric,0.01,0.3071184459895213
75% Corpus,10,asymmetric,0.31,0.34741862796102085
75% Corpus,10,asymmetric,0.61,0.46077481419545585
75% Corpus,10,asymmetric,0.9099999999999999,0.4968960539676578
75% Corpus,10,asymmetric,symmetric,0.3205617110283515
100% Corpus,2,0.01,0.01,0.22903551141569042
100% Corpus,2,0.01,0.31,0.23424993913883507
100% Corpus,2,0.01,0.61,0.2380008904103207
100% Corpus,2,0.01,0.9099999999999999,0.2266825226421826
100% Corpus,2,0.01,symmetric,0.22932979197563014
100% Corpus,2,0.31,0.01,0.23615690539728137
100% Corpus,2,0.31,0.31,0.2361569053972814
100% Corpus,2,0.31,0.61,0.22399417298077368
100% Corpus,2,0.31,0.9099999999999999,0.2239941729807737
100% Corpus,2,0.31,symmetric,0.2353612802995591
100% Corpus,2,0.61,0.01,0.23318032258732646
100% Corpus,2,0.61,0.31,0.23615690539728143
100% Corpus,2,0.61,0.61,0.231489070218107
100% Corpus,2,0.61,0.9099999999999999,0.23103783150547547
100% Corpus,2,0.61,symmetric,0.23615690539728143
100% Corpus,2,0.9099999999999999,0.01,0.23318032258732646
100% Corpus,2,0.9099999999999999,0.31,0.23318032258732646
100% Corpus,2,0.9099999999999999,0.61,0.23832987448388043
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.23103783150547547
100% Corpus,2,0.9099999999999999,symmetric,0.2331803225873264
100% Corpus,2,symmetric,0.01,0.23318032258732646
100% Corpus,2,symmetric,0.31,0.23615690539728143
100% Corpus,2,symmetric,0.61,0.2268105842402342
100% Corpus,2,symmetric,0.9099999999999999,0.231489070218107
100% Corpus,2,symmetric,symmetric,0.23763536714265227
100% Corpus,2,asymmetric,0.01,0.2448711891142465
100% Corpus,2,asymmetric,0.31,0.2275323520220872
100% Corpus,2,asymmetric,0.61,0.31013663591405505
100% Corpus,2,asymmetric,0.9099999999999999,0.29897511591250714
100% Corpus,2,asymmetric,symmetric,0.2421298540946844
100% Corpus,3,0.01,0.01,0.22480120599675998
100% Corpus,3,0.01,0.31,0.24212343227154165
100% Corpus,3,0.01,0.61,0.23093934835856214
100% Corpus,3,0.01,0.9099999999999999,0.24381184856775925
100% Corpus,3,0.01,symmetric,0.2369329406274753
100% Corpus,3,0.31,0.01,0.24155450587239466
100% Corpus,3,0.31,0.31,0.22799145903690707
100% Corpus,3,0.31,0.61,0.22938772479586658
100% Corpus,3,0.31,0.9099999999999999,0.23019857483584039
100% Corpus,3,0.31,symmetric,0.23507804249943462
100% Corpus,3,0.61,0.01,0.2471672326581181
100% Corpus,3,0.61,0.31,0.258875986637932
100% Corpus,3,0.61,0.61,0.2626189312029143
100% Corpus,3,0.61,0.9099999999999999,0.25539610078751235
100% Corpus,3,0.61,symmetric,0.258875986637932
100% Corpus,3,0.9099999999999999,0.01,0.2552970331737116
100% Corpus,3,0.9099999999999999,0.31,0.2704215823137761
100% Corpus,3,0.9099999999999999,0.61,0.2658435841065364
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.24603168094474795
100% Corpus,3,0.9099999999999999,symmetric,0.2658435841065364
100% Corpus,3,symmetric,0.01,0.2395553446436058
100% Corpus,3,symmetric,0.31,0.23442009699012312
100% Corpus,3,symmetric,0.61,0.23738369466367257
100% Corpus,3,symmetric,0.9099999999999999,0.23019857483584039
100% Corpus,3,symmetric,symmetric,0.238818699763939
100% Corpus,3,asymmetric,0.01,0.24559044461745327
100% Corpus,3,asymmetric,0.31,0.28550535492217766
100% Corpus,3,asymmetric,0.61,0.30091918196323286
100% Corpus,3,asymmetric,0.9099999999999999,0.36418945445376716
100% Corpus,3,asymmetric,symmetric,0.2834354979455767
100% Corpus,4,0.01,0.01,0.301543494858995
100% Corpus,4,0.01,0.31,0.28831833877712
100% Corpus,4,0.01,0.61,0.2820319504457414
100% Corpus,4,0.01,0.9099999999999999,0.2913632900695319
100% Corpus,4,0.01,symmetric,0.2952707016277189
100% Corpus,4,0.31,0.01,0.24810946809252743
100% Corpus,4,0.31,0.31,0.2799118973598876
100% Corpus,4,0.31,0.61,0.27453048161152527
100% Corpus,4,0.31,0.9099999999999999,0.2861526039112281
100% Corpus,4,0.31,symmetric,0.25403679307564975
100% Corpus,4,0.61,0.01,0.24235225928553827
100% Corpus,4,0.61,0.31,0.2854818301070571
100% Corpus,4,0.61,0.61,0.31357001310460014
100% Corpus,4,0.61,0.9099999999999999,0.30020688492754644
100% Corpus,4,0.61,symmetric,0.24912013467449795
100% Corpus,4,0.9099999999999999,0.01,0.2481267222086406
100% Corpus,4,0.9099999999999999,0.31,0.2833360078411218
100% Corpus,4,0.9099999999999999,0.61,0.2918227823586811
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.29392529789372995
100% Corpus,4,0.9099999999999999,symmetric,0.2839163405711035
100% Corpus,4,symmetric,0.01,0.25093712100847065
100% Corpus,4,symmetric,0.31,0.279600118606267
100% Corpus,4,symmetric,0.61,0.27908509876884147
100% Corpus,4,symmetric,0.9099999999999999,0.28682103781306356
100% Corpus,4,symmetric,symmetric,0.2562174177169454
100% Corpus,4,asymmetric,0.01,0.23067658086841583
100% Corpus,4,asymmetric,0.31,0.2303389650746278
100% Corpus,4,asymmetric,0.61,0.4828592689973464
100% Corpus,4,asymmetric,0.9099999999999999,0.389451225357576
100% Corpus,4,asymmetric,symmetric,0.22807601624825227
100% Corpus,5,0.01,0.01,0.2792610079011119
100% Corpus,5,0.01,0.31,0.28186352503123163
100% Corpus,5,0.01,0.61,0.2711115471752565
100% Corpus,5,0.01,0.9099999999999999,0.2872550057226696
100% Corpus,5,0.01,symmetric,0.2857777384640149
100% Corpus,5,0.31,0.01,0.2495458030413408
100% Corpus,5,0.31,0.31,0.275686789018394
100% Corpus,5,0.31,0.61,0.26492430374106435
100% Corpus,5,0.31,0.9099999999999999,0.27888169439320865
100% Corpus,5,0.31,symmetric,0.2915427595907007
100% Corpus,5,0.61,0.01,0.2754867175919061
100% Corpus,5,0.61,0.31,0.27390941811572606
100% Corpus,5,0.61,0.61,0.29421272098870427
100% Corpus,5,0.61,0.9099999999999999,0.2714638198804515
100% Corpus,5,0.61,symmetric,0.26989813614643055
100% Corpus,5,0.9099999999999999,0.01,0.2774095999096758
100% Corpus,5,0.9099999999999999,0.31,0.295779473169168
100% Corpus,5,0.9099999999999999,0.61,0.299776548636918
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.2694869259375118
100% Corpus,5,0.9099999999999999,symmetric,0.27393291047819407
100% Corpus,5,symmetric,0.01,0.29510860208749706
100% Corpus,5,symmetric,0.31,0.2840056338049935
100% Corpus,5,symmetric,0.61,0.2814787481930979
100% Corpus,5,symmetric,0.9099999999999999,0.2835849336827959
100% Corpus,5,symmetric,symmetric,0.2836990126719215
100% Corpus,5,asymmetric,0.01,0.25496814928003203
100% Corpus,5,asymmetric,0.31,0.2620931807473126
100% Corpus,5,asymmetric,0.61,0.39422145472136744
100% Corpus,5,asymmetric,0.9099999999999999,0.46266499348903833
100% Corpus,5,asymmetric,symmetric,0.26828189916727335
100% Corpus,6,0.01,0.01,0.26017922471696786
100% Corpus,6,0.01,0.31,0.2582919413595287
100% Corpus,6,0.01,0.61,0.2544998378627858
100% Corpus,6,0.01,0.9099999999999999,0.2601157208991593
100% Corpus,6,0.01,symmetric,0.2560086480393648
100% Corpus,6,0.31,0.01,0.23869651513263276
100% Corpus,6,0.31,0.31,0.2565010869430387
100% Corpus,6,0.31,0.61,0.2837826709148507
100% Corpus,6,0.31,0.9099999999999999,0.27508681726955214
100% Corpus,6,0.31,symmetric,0.24554615047859132
100% Corpus,6,0.61,0.01,0.25268472332497033
100% Corpus,6,0.61,0.31,0.26766983239222664
100% Corpus,6,0.61,0.61,0.2876972341548058
100% Corpus,6,0.61,0.9099999999999999,0.31842299059380924
100% Corpus,6,0.61,symmetric,0.2603906947207682
100% Corpus,6,0.9099999999999999,0.01,0.25229745269704973
100% Corpus,6,0.9099999999999999,0.31,0.2622587972088556
100% Corpus,6,0.9099999999999999,0.61,0.283158558497115
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.26781646517955066
100% Corpus,6,0.9099999999999999,symmetric,0.2667362043181093
100% Corpus,6,symmetric,0.01,0.24763535530345215
100% Corpus,6,symmetric,0.31,0.25906789582395257
100% Corpus,6,symmetric,0.61,0.2599004435795044
100% Corpus,6,symmetric,0.9099999999999999,0.2818472222870754
100% Corpus,6,symmetric,symmetric,0.23437788941607604
100% Corpus,6,asymmetric,0.01,0.26815602559328283
100% Corpus,6,asymmetric,0.31,0.31022143924021733
100% Corpus,6,asymmetric,0.61,0.3588777240036301
100% Corpus,6,asymmetric,0.9099999999999999,0.47754482396726844
100% Corpus,6,asymmetric,symmetric,0.294057654834006
100% Corpus,7,0.01,0.01,0.25931913559434555
100% Corpus,7,0.01,0.31,0.2575269757747689
100% Corpus,7,0.01,0.61,0.22700423954659252
100% Corpus,7,0.01,0.9099999999999999,0.26020291699951226
100% Corpus,7,0.01,symmetric,0.2585301923419033
100% Corpus,7,0.31,0.01,0.25363762952453656
100% Corpus,7,0.31,0.31,0.2581184703353417
100% Corpus,7,0.31,0.61,0.27236455435650175
100% Corpus,7,0.31,0.9099999999999999,0.2572700848050838
100% Corpus,7,0.31,symmetric,0.2535840892384159
100% Corpus,7,0.61,0.01,0.2691094169127457
100% Corpus,7,0.61,0.31,0.27148230654786576
100% Corpus,7,0.61,0.61,0.31917480593270403
100% Corpus,7,0.61,0.9099999999999999,0.3239360616613909
100% Corpus,7,0.61,symmetric,0.2723333249669064
100% Corpus,7,0.9099999999999999,0.01,0.2676258309279588
100% Corpus,7,0.9099999999999999,0.31,0.26338184287146793
100% Corpus,7,0.9099999999999999,0.61,0.27338267971233216
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.27193226210135835
100% Corpus,7,0.9099999999999999,symmetric,0.26166579093461584
100% Corpus,7,symmetric,0.01,0.2632506799496995
100% Corpus,7,symmetric,0.31,0.26178674098758814
100% Corpus,7,symmetric,0.61,0.25693270824903164
100% Corpus,7,symmetric,0.9099999999999999,0.2551049017186409
100% Corpus,7,symmetric,symmetric,0.2859897840143956
100% Corpus,7,asymmetric,0.01,0.26017840402320075
100% Corpus,7,asymmetric,0.31,0.3045751223675698
100% Corpus,7,asymmetric,0.61,0.3516227565331295
100% Corpus,7,asymmetric,0.9099999999999999,0.5161089526381082
100% Corpus,7,asymmetric,symmetric,0.24617017202800184
100% Corpus,8,0.01,0.01,0.2717532655292757
100% Corpus,8,0.01,0.31,0.26705455393449706
100% Corpus,8,0.01,0.61,0.27359543866188796
100% Corpus,8,0.01,0.9099999999999999,0.28256836488136755
100% Corpus,8,0.01,symmetric,0.2761211126498836
100% Corpus,8,0.31,0.01,0.2769835167646131
100% Corpus,8,0.31,0.31,0.29355356484307565
100% Corpus,8,0.31,0.61,0.286932364021113
100% Corpus,8,0.31,0.9099999999999999,0.28035655231757084
100% Corpus,8,0.31,symmetric,0.2790768905807865
100% Corpus,8,0.61,0.01,0.2918375959864964
100% Corpus,8,0.61,0.31,0.2950874702175206
100% Corpus,8,0.61,0.61,0.3127350708311062
100% Corpus,8,0.61,0.9099999999999999,0.31662627753231226
100% Corpus,8,0.61,symmetric,0.28387880116471625
100% Corpus,8,0.9099999999999999,0.01,0.270128433104086
100% Corpus,8,0.9099999999999999,0.31,0.27593962286255724
100% Corpus,8,0.9099999999999999,0.61,0.2855703189144376
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.2619643882008098
100% Corpus,8,0.9099999999999999,symmetric,0.2690013715833824
100% Corpus,8,symmetric,0.01,0.2753144813030408
100% Corpus,8,symmetric,0.31,0.27566638023027035
100% Corpus,8,symmetric,0.61,0.27463860407229723
100% Corpus,8,symmetric,0.9099999999999999,0.2718504145673613
100% Corpus,8,symmetric,symmetric,0.27120633464781296
100% Corpus,8,asymmetric,0.01,0.2994491940983575
100% Corpus,8,asymmetric,0.31,0.2992760158333048
100% Corpus,8,asymmetric,0.61,0.37795474381886623
100% Corpus,8,asymmetric,0.9099999999999999,0.316642669068209
100% Corpus,8,asymmetric,symmetric,0.3068233400341819
100% Corpus,9,0.01,0.01,0.2830278313949628
100% Corpus,9,0.01,0.31,0.29153284007704106
100% Corpus,9,0.01,0.61,0.27723311026581754
100% Corpus,9,0.01,0.9099999999999999,0.2957047303112877
100% Corpus,9,0.01,symmetric,0.28447247218954835
100% Corpus,9,0.31,0.01,0.2754041467832763
100% Corpus,9,0.31,0.31,0.3016317587093191
100% Corpus,9,0.31,0.61,0.30134864752435814
