Validation_Set,Topics,Alpha,Beta,Coherence,Perplexity
75% Corpus,5,0.31,0.31,0.39364603732648923,-6.961011583002162
75% Corpus,5,0.31,0.61,0.3928116656917176,-6.954081576140886
75% Corpus,5,0.31,0.9099999999999999,0.393809336347517,-6.966478763372218
75% Corpus,5,0.31,symmetric,0.3832690141537044,-7.002814130029318
75% Corpus,5,0.61,0.01,0.3756935780774987,-8.260313553068647
75% Corpus,5,0.61,0.31,0.36108353784097613,-7.054534769252813
75% Corpus,5,0.61,0.61,0.35130866593255516,-7.033564942624561
75% Corpus,5,0.61,0.9099999999999999,0.3668454543112626,-7.035354945934105
75% Corpus,5,0.61,symmetric,0.35261880581377864,-7.096972368693434
75% Corpus,5,0.9099999999999999,0.01,0.3717887076291608,-8.352163745908394
75% Corpus,5,0.9099999999999999,0.31,0.3670928107550303,-7.102334300026656
75% Corpus,5,0.9099999999999999,0.61,0.3443188195676505,-7.076229600979597
75% Corpus,5,0.9099999999999999,0.9099999999999999,0.32527516530004275,-7.083224032240635
75% Corpus,5,0.9099999999999999,symmetric,0.3544925075656227,-7.1479627236775105
75% Corpus,5,symmetric,0.01,0.39350886501897964,-8.103702179311995
75% Corpus,5,symmetric,0.31,0.3954891406942861,-6.901281074554104
75% Corpus,5,symmetric,0.61,0.4119666370171019,-6.912739310435369
75% Corpus,5,symmetric,0.9099999999999999,0.40462623552455945,-6.936721722287967
75% Corpus,5,symmetric,symmetric,0.38211415037777036,-6.94034803957601
75% Corpus,5,asymmetric,0.01,0.38482875749625833,-8.10589143185222
75% Corpus,5,asymmetric,0.31,0.33963715193662225,-6.873228320856643
75% Corpus,5,asymmetric,0.61,0.41979984274047977,-6.817304711433166
75% Corpus,5,asymmetric,0.9099999999999999,0.4232942177332478,-6.798942760526976
75% Corpus,5,asymmetric,symmetric,0.39033477172133846,-6.947121784294735
75% Corpus,6,0.01,0.01,0.4043582215536167,-7.995094951170519
75% Corpus,6,0.01,0.31,0.4087979504940898,-6.815757585286172
75% Corpus,6,0.01,0.61,0.40004712046179086,-6.825535314148644
75% Corpus,6,0.01,0.9099999999999999,0.39285832550868144,-6.848103568083334
75% Corpus,6,0.01,symmetric,0.4023834567825171,-6.876902984602447
75% Corpus,6,0.31,0.01,0.3794285192164129,-8.18499652307058
75% Corpus,6,0.31,0.31,0.38103349586454743,-7.039678067153262
75% Corpus,6,0.31,0.61,0.3653714112752415,-7.0430012035206015
75% Corpus,6,0.31,0.9099999999999999,0.38052388714334434,-7.065695351546573
75% Corpus,6,0.31,symmetric,0.379852776795148,-7.087309276197375
75% Corpus,6,0.61,0.01,0.3734086814025443,-8.276656685149957
75% Corpus,6,0.61,0.31,0.3794748666622049,-7.126416881090587
75% Corpus,6,0.61,0.61,0.3776640484725864,-7.119722142477626
75% Corpus,6,0.61,0.9099999999999999,0.39310908265234484,-7.123245302897549
75% Corpus,6,0.61,symmetric,0.3711321748870826,-7.174176607488357
75% Corpus,6,0.9099999999999999,0.01,0.4019678219393808,-8.392351883695913
75% Corpus,6,0.9099999999999999,0.31,0.3661848762068938,-7.198193294680405
75% Corpus,6,0.9099999999999999,0.61,0.35792523962601264,-7.169378302883856
75% Corpus,6,0.9099999999999999,0.9099999999999999,0.3744777258039768,-7.172422529434421
75% Corpus,6,0.9099999999999999,symmetric,0.373976575939301,-7.23882790679477
75% Corpus,6,symmetric,0.01,0.4104759353034117,-8.109783104310031
75% Corpus,6,symmetric,0.31,0.4023380836856955,-6.949196660550418
75% Corpus,6,symmetric,0.61,0.41705397972559816,-6.9661986813852526
75% Corpus,6,symmetric,0.9099999999999999,0.39548083157128905,-6.9943562883614705
75% Corpus,6,symmetric,symmetric,0.4024644943150879,-7.021499912441172
75% Corpus,6,asymmetric,0.01,0.39353083608166495,-8.122271845074005
75% Corpus,6,asymmetric,0.31,0.4698616510675404,-6.907046001530415
75% Corpus,6,asymmetric,0.61,0.5119071868389502,-6.849115559852592
75% Corpus,6,asymmetric,0.9099999999999999,0.4069217186187195,-6.822482540348871
75% Corpus,6,asymmetric,symmetric,0.41813147216116703,-6.9958442117148785
75% Corpus,7,0.01,0.01,0.42365213605078955,-7.931246779728489
75% Corpus,7,0.01,0.31,0.4182872871643049,-6.82017622825616
75% Corpus,7,0.01,0.61,0.41934307273175425,-6.831848686157735
75% Corpus,7,0.01,0.9099999999999999,0.4263551678585449,-6.864377387879333
75% Corpus,7,0.01,symmetric,0.42142968630462646,-6.90131176955409
75% Corpus,7,0.31,0.01,0.3879846372852583,-8.1841605820197
75% Corpus,7,0.31,0.31,0.3942366706482613,-7.094483062655655
75% Corpus,7,0.31,0.61,0.40142823917988163,-7.108544780175711
75% Corpus,7,0.31,0.9099999999999999,0.37030664020771015,-7.125193442716632
75% Corpus,7,0.31,symmetric,0.38922231104951255,-7.1539018177084905
75% Corpus,7,0.61,0.01,0.38812162491765884,-8.307454466635418
75% Corpus,7,0.61,0.31,0.3738516836960047,-7.202343953260032
75% Corpus,7,0.61,0.61,0.40013048596109374,-7.18240711381755
75% Corpus,7,0.61,0.9099999999999999,0.3688416068890287,-7.179726267116996
75% Corpus,7,0.61,symmetric,0.37680711827777486,-7.258705879404783
75% Corpus,7,0.9099999999999999,0.01,0.4077008991102793,-8.441478250797877
75% Corpus,7,0.9099999999999999,0.31,0.39531659318988027,-7.267948127297294
75% Corpus,7,0.9099999999999999,0.61,0.3597476949649424,-7.260815081814515
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.3395324907516589,-7.246039097978897
75% Corpus,7,0.9099999999999999,symmetric,0.38186395841342335,-7.3315042909734025
75% Corpus,7,symmetric,0.01,0.40090907352505945,-8.115808066250775
75% Corpus,7,symmetric,0.31,0.42697104129404045,-6.961569389241441
75% Corpus,7,symmetric,0.61,0.43736583130075923,-6.9867408527764585
75% Corpus,7,symmetric,0.9099999999999999,0.42071549727930224,-7.002277945596896
75% Corpus,7,symmetric,symmetric,0.42155743716284727,-7.039753999733344
75% Corpus,7,asymmetric,0.01,0.40879730050321905,-8.101594402721119
75% Corpus,7,asymmetric,0.31,0.3809757756035325,-6.909874066369641
75% Corpus,7,asymmetric,0.61,0.6300286690744766,-6.858212788374608
75% Corpus,7,asymmetric,0.9099999999999999,0.5682433396311816,-6.851293441116156
75% Corpus,7,asymmetric,symmetric,0.4040882482742531,-7.027844072673335
75% Corpus,8,0.01,0.01,0.4267070149904372,-8.012416622042656
75% Corpus,8,0.01,0.31,0.379719917393406,-6.87496719697804
75% Corpus,8,0.01,0.61,0.36874118054266486,-6.879385179255632
75% Corpus,8,0.01,0.9099999999999999,0.41339193643576316,-6.91150038318126
75% Corpus,8,0.01,symmetric,0.38397357037051977,-6.964529660676968
75% Corpus,8,0.31,0.01,0.38203407713336857,-8.211475832110008
75% Corpus,8,0.31,0.31,0.3802476981729107,-7.163343718985922
75% Corpus,8,0.31,0.61,0.3717034691772785,-7.181942439611834
75% Corpus,8,0.31,0.9099999999999999,0.35140451613609336,-7.196674403824757
75% Corpus,8,0.31,symmetric,0.3755849412743486,-7.222043492581017
75% Corpus,8,0.61,0.01,0.3878202976646052,-8.3175160167758
75% Corpus,8,0.61,0.31,0.36977956021878605,-7.256852722075797
75% Corpus,8,0.61,0.61,0.3637937706682135,-7.244164326080342
75% Corpus,8,0.61,0.9099999999999999,0.3687621731790966,-7.2435899129233405
75% Corpus,8,0.61,symmetric,0.3730221140629502,-7.322139486271081
75% Corpus,8,0.9099999999999999,0.01,0.3981282862527753,-8.483561193041785
75% Corpus,8,0.9099999999999999,0.31,0.37344919429656087,-7.3391568968591
75% Corpus,8,0.9099999999999999,0.61,0.36863628055701425,-7.348376168151901
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.3535179258348413,-7.323136013387814
75% Corpus,8,0.9099999999999999,symmetric,0.40028645603288954,-7.404502552507055
75% Corpus,8,symmetric,0.01,0.39211142075138994,-8.142746003060427
75% Corpus,8,symmetric,0.31,0.4141370569418461,-7.030586235688088
75% Corpus,8,symmetric,0.61,0.4175253580189183,-7.035008657306341
75% Corpus,8,symmetric,0.9099999999999999,0.39637440632718113,-7.053839855187294
75% Corpus,8,symmetric,symmetric,0.3851423905914592,-7.120643428372401
75% Corpus,8,asymmetric,0.01,0.4076337055051491,-8.062073024299325
75% Corpus,8,asymmetric,0.31,0.34312309358495546,-6.971849982296935
75% Corpus,8,asymmetric,0.61,0.5113709808426901,-6.8929754714893
75% Corpus,8,asymmetric,0.9099999999999999,0.5105293430336633,-6.871421462442869
75% Corpus,8,asymmetric,symmetric,0.3837214160248756,-7.083453538277215
75% Corpus,9,0.01,0.01,0.40853987877563025,-7.978731410031261
75% Corpus,9,0.01,0.31,0.39909692653063733,-6.906566515482988
75% Corpus,9,0.01,0.61,0.3682855210106938,-6.914749488833639
75% Corpus,9,0.01,0.9099999999999999,0.3754527854838077,-6.92408883741119
75% Corpus,9,0.01,symmetric,0.4006845872943896,-7.001737473746346
75% Corpus,9,0.31,0.01,0.38258419504611085,-8.218269369692328
75% Corpus,9,0.31,0.31,0.3488327239496104,-7.202441422677122
75% Corpus,9,0.31,0.61,0.36314923315297776,-7.226239955507193
75% Corpus,9,0.31,0.9099999999999999,0.3478463000663544,-7.253497373934874
75% Corpus,9,0.31,symmetric,0.36759432629998273,-7.276989244431564
75% Corpus,9,0.61,0.01,0.3673268512760146,-8.29859099748618
75% Corpus,9,0.61,0.31,0.34719854995535826,-7.298120812206334
75% Corpus,9,0.61,0.61,0.3400270634990965,-7.299517375025962
75% Corpus,9,0.61,0.9099999999999999,0.3788181598698296,-7.312084067482309
75% Corpus,9,0.61,symmetric,0.3490285997633834,-7.37490891457833
75% Corpus,9,0.9099999999999999,0.01,0.38234992802272727,-8.471833251641993
75% Corpus,9,0.9099999999999999,0.31,0.35399481731982596,-7.40480213998929
75% Corpus,9,0.9099999999999999,0.61,0.3708576289216424,-7.432134707482001
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.3624573045956967,-7.397372803309631
75% Corpus,9,0.9099999999999999,symmetric,0.36019908805737266,-7.4611204674589064
75% Corpus,9,symmetric,0.01,0.3973839266524146,-8.087924512102411
75% Corpus,9,symmetric,0.31,0.40202949379616926,-7.060037470584339
75% Corpus,9,symmetric,0.61,0.39784547704143314,-7.075410202449821
75% Corpus,9,symmetric,0.9099999999999999,0.379909579131513,-7.091184559596832
75% Corpus,9,symmetric,symmetric,0.38866587782852946,-7.14145649807893
75% Corpus,9,asymmetric,0.01,0.3823726793436602,-8.082307602381764
75% Corpus,9,asymmetric,0.31,0.34602071636090703,-6.951349517778524
75% Corpus,9,asymmetric,0.61,0.5041339736415942,-6.903718123420272
75% Corpus,9,asymmetric,0.9099999999999999,0.5484866666873256,-6.893646796886821
75% Corpus,9,asymmetric,symmetric,0.39102540060005947,-7.117676204788317
75% Corpus,10,0.01,0.01,0.40801304573404806,-7.904480068943754
75% Corpus,10,0.01,0.31,0.3986978620357554,-6.892771823540381
75% Corpus,10,0.01,0.61,0.36015249609868916,-6.924730828317375
75% Corpus,10,0.01,0.9099999999999999,0.37022928741561867,-6.950728685186081
75% Corpus,10,0.01,symmetric,0.39424968941192945,-6.961153595871532
75% Corpus,10,0.31,0.01,0.3952393535087149,-8.251050320605641
75% Corpus,10,0.31,0.31,0.3887334533923765,-7.260633902820115
75% Corpus,10,0.31,0.61,0.38395371258347943,-7.280122905170795
75% Corpus,10,0.31,0.9099999999999999,0.36786268178243786,-7.296216871689276
75% Corpus,10,0.31,symmetric,0.39085492890431944,-7.348917566582919
75% Corpus,10,0.61,0.01,0.3737017309862698,-8.348691587370286
75% Corpus,10,0.61,0.31,0.3643789289881962,-7.3556852831463635
75% Corpus,10,0.61,0.61,0.369171530461718,-7.369172384423488
75% Corpus,10,0.61,0.9099999999999999,0.37081783310731586,-7.347999095609508
75% Corpus,10,0.61,symmetric,0.3573934989066737,-7.444316901251213
75% Corpus,10,0.9099999999999999,0.01,0.402877547990412,-8.525226145306814
75% Corpus,10,0.9099999999999999,0.31,0.35291285959983504,-7.482223790954428
75% Corpus,10,0.9099999999999999,0.61,0.37839825644043834,-7.508139858369258
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.3669962497041855,-7.472194751518494
75% Corpus,10,0.9099999999999999,symmetric,0.3558796672913172,-7.530954950950605
75% Corpus,10,symmetric,0.01,0.3904748227436707,-8.051384442820918
75% Corpus,10,symmetric,0.31,0.3709830174341578,-7.0371131830882305
75% Corpus,10,symmetric,0.61,0.38339957201999203,-7.0759333009062235
75% Corpus,10,symmetric,0.9099999999999999,0.3812276488333254,-7.10643022613486
75% Corpus,10,symmetric,symmetric,0.39146202469164815,-7.139241903170693
75% Corpus,10,asymmetric,0.01,0.3615459215321412,-8.071520338947483
75% Corpus,10,asymmetric,0.31,0.40584264558527117,-6.992995001064362
75% Corpus,10,asymmetric,0.61,0.4633465093282929,-6.919018205237825
75% Corpus,10,asymmetric,0.9099999999999999,0.4629691923620016,-6.904963948959658
75% Corpus,10,asymmetric,symmetric,0.35121133090772916,-7.153037480920042
100% Corpus,2,0.01,0.01,0.35915114912363677,-8.13694748300857
100% Corpus,2,0.01,0.31,0.3207964786304497,-6.75183880557104
100% Corpus,2,0.01,0.61,0.3402745428023598,-6.668127141300731
100% Corpus,2,0.01,0.9099999999999999,0.35079726939175243,-6.6440350650997315
100% Corpus,2,0.01,symmetric,0.3452085688647444,-6.692023353238421
100% Corpus,2,0.31,0.01,0.37570902090847347,-8.156857476854496
100% Corpus,2,0.31,0.31,0.35377701979479825,-6.80086147720533
100% Corpus,2,0.31,0.61,0.378733587396321,-6.7154638095304735
100% Corpus,2,0.31,0.9099999999999999,0.378733587396321,-6.695512033183097
100% Corpus,2,0.31,symmetric,0.37017253892742785,-6.72904640691709
100% Corpus,2,0.61,0.01,0.35791496534345757,-8.20635174508091
100% Corpus,2,0.61,0.31,0.37556205332516107,-6.8215532111358055
100% Corpus,2,0.61,0.61,0.37304701174324856,-6.730036075935075
100% Corpus,2,0.61,0.9099999999999999,0.3718463857346483,-6.709189694082318
100% Corpus,2,0.61,symmetric,0.3730470117432486,-6.747814214395836
100% Corpus,2,0.9099999999999999,0.01,0.37408199183288915,-8.246293075913794
100% Corpus,2,0.9099999999999999,0.31,0.370018204840195,-6.834554540963213
100% Corpus,2,0.9099999999999999,0.61,0.3763138662964165,-6.741854595928645
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.3584277858710738,-6.721359861837623
100% Corpus,2,0.9099999999999999,symmetric,0.3763138662964166,-6.762139835571947
100% Corpus,2,symmetric,0.01,0.3523922747153417,-8.188045754019377
100% Corpus,2,symmetric,0.31,0.37257006251349956,-6.815597204698732
100% Corpus,2,symmetric,0.61,0.3706862985542737,-6.719082617140362
100% Corpus,2,symmetric,0.9099999999999999,0.3760939913481641,-6.702158195878609
100% Corpus,2,symmetric,symmetric,0.35858261871859876,-6.742184719940198
100% Corpus,2,asymmetric,0.01,0.37825286406052355,-8.162928777906515
100% Corpus,2,asymmetric,0.31,0.4108116823933288,-6.804375459751626
100% Corpus,2,asymmetric,0.61,0.3894452753868475,-6.709657486344428
100% Corpus,2,asymmetric,0.9099999999999999,0.3842787001580735,-6.684373796059623
100% Corpus,2,asymmetric,symmetric,0.4112621391573154,-6.731095780372501
100% Corpus,3,0.01,0.01,0.3901609399879151,-8.152004297142502
100% Corpus,3,0.01,0.31,0.37416613931898896,-6.768658590980244
100% Corpus,3,0.01,0.61,0.3608467278147312,-6.701908069777241
100% Corpus,3,0.01,0.9099999999999999,0.40045915421675643,-6.70646186762447
100% Corpus,3,0.01,symmetric,0.37416613931898896,-6.75982626506189
100% Corpus,3,0.31,0.01,0.38461512969893724,-8.213830354923674
100% Corpus,3,0.31,0.31,0.40298202951524575,-6.862316976162828
100% Corpus,3,0.31,0.61,0.4079688714526209,-6.795491003154292
100% Corpus,3,0.31,0.9099999999999999,0.408344031078182,-6.795574935791968
100% Corpus,3,0.31,symmetric,0.408587242135827,-6.852719211396723
100% Corpus,3,0.61,0.01,0.347865738120094,-8.266546844127626
100% Corpus,3,0.61,0.31,0.415836460978595,-6.8949968345186186
100% Corpus,3,0.61,0.61,0.3983087876343114,-6.83216669790693
100% Corpus,3,0.61,0.9099999999999999,0.41770869510333397,-6.825440904849078
100% Corpus,3,0.61,symmetric,0.4158364609785951,-6.885461670030986
100% Corpus,3,0.9099999999999999,0.01,0.38346043515798867,-8.331904737340395
100% Corpus,3,0.9099999999999999,0.31,0.40643036010547245,-6.926482509586899
100% Corpus,3,0.9099999999999999,0.61,0.4191799704201631,-6.859969619049668
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.416161238575401,-6.847005914677365
100% Corpus,3,0.9099999999999999,symmetric,0.40643036010547245,-6.916858512946705
100% Corpus,3,symmetric,0.01,0.38083718546646156,-8.224056074097929
100% Corpus,3,symmetric,0.31,0.3864942576305648,-6.864266700739398
100% Corpus,3,symmetric,0.61,0.39203431003980066,-6.800021440321947
100% Corpus,3,symmetric,0.9099999999999999,0.38792354199357915,-6.7971411122986165
100% Corpus,3,symmetric,symmetric,0.3883234869368318,-6.854570464971652
100% Corpus,3,asymmetric,0.01,0.3940325618980092,-8.158004068801505
100% Corpus,3,asymmetric,0.31,0.4155490750484259,-6.844173121020079
100% Corpus,3,asymmetric,0.61,0.34084168487144234,-6.771160811351646
100% Corpus,3,asymmetric,0.9099999999999999,0.33891453097163615,-6.743053683214595
100% Corpus,3,asymmetric,symmetric,0.41195351226398974,-6.840132958373286
100% Corpus,4,0.01,0.01,0.3671235224578172,-8.140635746359933
100% Corpus,4,0.01,0.31,0.36502261499455246,-6.781647145957878
100% Corpus,4,0.01,0.61,0.3705350985876595,-6.745044465428834
100% Corpus,4,0.01,0.9099999999999999,0.37306309712670405,-6.751702900793141
100% Corpus,4,0.01,symmetric,0.37656699040679753,-6.809349159026049
100% Corpus,4,0.31,0.01,0.3670363226951853,-8.265008786154434
100% Corpus,4,0.31,0.31,0.3554399403334977,-6.9315710385168385
100% Corpus,4,0.31,0.61,0.35239237747908125,-6.885854728442948
100% Corpus,4,0.31,0.9099999999999999,0.3462311445373807,-6.893992852096345
100% Corpus,4,0.31,symmetric,0.3626225730017729,-6.956180215759342
100% Corpus,4,0.61,0.01,0.3707167202181928,-8.339658607767264
100% Corpus,4,0.61,0.31,0.3713057744050689,-6.982708656467682
100% Corpus,4,0.61,0.61,0.38036537735804554,-6.9321957501498135
100% Corpus,4,0.61,0.9099999999999999,0.3834699649565504,-6.92478420158217
100% Corpus,4,0.61,symmetric,0.3707334136358301,-7.00973184716172
100% Corpus,4,0.9099999999999999,0.01,0.3920666347818518,-8.424518135222337
100% Corpus,4,0.9099999999999999,0.31,0.38084081679207427,-7.0192778372505975
100% Corpus,4,0.9099999999999999,0.61,0.38732467759872186,-6.966240332652391
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.3818367489095966,-6.957950627184974
100% Corpus,4,0.9099999999999999,symmetric,0.38289105995663636,-7.047866959832916
100% Corpus,4,symmetric,0.01,0.36205164573436255,-8.250437408983204
100% Corpus,4,symmetric,0.31,0.3510575809660033,-6.914332059777393
100% Corpus,4,symmetric,0.61,0.3530188952191884,-6.873132799283607
100% Corpus,4,symmetric,0.9099999999999999,0.34919831459358064,-6.875647662935272
100% Corpus,4,symmetric,symmetric,0.35110682871729076,-6.941552145822101
100% Corpus,4,asymmetric,0.01,0.3978536738782948,-8.187752134990982
100% Corpus,4,asymmetric,0.31,0.35055209016706,-6.884042212463494
100% Corpus,4,asymmetric,0.61,0.35408103086141446,-6.806248477722482
100% Corpus,4,asymmetric,0.9099999999999999,0.34842276288210866,-6.780702577108728
100% Corpus,4,asymmetric,symmetric,0.3732886838612548,-6.9131569861888895
100% Corpus,5,0.01,0.01,0.3723722786344116,-8.094459526781531
100% Corpus,5,0.01,0.31,0.4098076773956946,-6.802217565863662
100% Corpus,5,0.01,0.61,0.4159398567542662,-6.78292199056634
100% Corpus,5,0.01,0.9099999999999999,0.40300563379088566,-6.792845585739456
100% Corpus,5,0.01,symmetric,0.37813758719286666,-6.863737784555059
100% Corpus,5,0.31,0.01,0.3821349571613634,-8.268221376694678
100% Corpus,5,0.31,0.31,0.37027513348928964,-6.986486251442885
100% Corpus,5,0.31,0.61,0.40542148083154295,-6.950942209806324
100% Corpus,5,0.31,0.9099999999999999,0.39718995118210776,-6.957999486722483
100% Corpus,5,0.31,symmetric,0.3568264494735262,-7.046730309878745
